Gene,Club cells_1_corr,Club cells_1_pval,Club cells_1_ci_low,Club cells_1_ci_high,NE_7_corr,NE_7_pval,NE_7_ci_low,NE_7_ci_high
Med14,-0.10161736009614125,1.9793961489726898e-11,-0.13100777409129097,-0.07204848387553892,0.10161720089652518,1.979539639077182e-11,0.07204832384988731,0.1310076159914704
Hook1,-0.10150159907597779,2.0864672380580654e-11,-0.13089281238598385,-0.0719321226106315,0.10150161364690402,2.08645341066187e-11,0.07193213725706035,0.13089282685634945
Cdk5r1,-0.101465670131794,2.1208369514753354e-11,-0.13085713136577384,-0.07189600753114558,0.1014655994673324,2.1209050921555395e-11,0.0718959365006725,0.13085706118885004
Rangap1,-0.10138837176750774,2.1966696707235968e-11,-0.13078036613275268,-0.0718183089738992,0.10138838120020625,2.19666025693615e-11,0.07181831845541127,0.13078037550041482
Smarcc1,-0.10117188678436323,2.4234517555077356e-11,-0.13056537238326793,-0.0716007051038707,0.10117176964823195,2.4235804574126508e-11,0.0716005873630918,0.13056525605326808
Atp2a2,-0.10111271950670296,2.4893198729929678e-11,-0.1305066121920557,-0.07154123251424012,0.10111296901824109,2.489038459403058e-11,0.07154148331285347,0.13050685998732234
Mpp6,-0.10103627085457464,2.5770253989391282e-11,-0.13043068922100576,-0.07146438968702527,0.10103631016836834,2.5769795284342308e-11,0.07146442920343368,0.13043072826455607
Prom2,-0.10073861940497507,2.948234058770008e-11,-0.13013508121705458,-0.07116520686778527,0.10073857752581679,2.948289799629966e-11,0.07116516477353976,0.13013503962503864
Rufy3,-0.10054001501555122,3.2245041280369145e-11,-0.12993783738553422,-0.07096558364991151,0.1005400246759085,3.224490092797802e-11,0.07096559335976824,0.1299378469797689
Klf13,-0.10042838954016059,3.390736024028368e-11,-0.12982697558949235,-0.07085338658252636,0.1004285283197232,3.3905242390267576e-11,0.07085352607226222,0.12982711342005882
Gdap1,-0.10040033295771751,3.433818681987479e-11,-0.12979911083897347,-0.07082518645058229,0.10040021743195843,3.4339971813140104e-11,0.07082507033384167,0.12979899610300538
Reep5,-0.10034916601063518,3.513771686537193e-11,-0.12974829361728712,-0.07077375783319505,0.1003490801037938,3.513907443031881e-11,0.07077367148715406,0.129748208297488
Jakmip2,-0.1001774659122669,3.795603621269108e-11,-0.1295777659581071,-0.07060118080110306,0.10017740595797399,3.79570579163583e-11,0.07060112054091139,0.12957770641290312
Hdac11,-0.09989552154523301,4.307047838369061e-11,-0.12929774305107594,-0.07031780028420541,0.09989543592594631,4.307212947652522e-11,0.07031771422952184,0.12929765801457518
C530008M17Rik,-0.09983534603339823,4.424630818066152e-11,-0.12923797703005915,-0.07025731887245874,0.09983523751614902,4.424845670554994e-11,0.0702572098037627,0.1292378692510705
Kdm1a,-0.09979516607775184,4.504884285664474e-11,-0.1291980703777088,-0.07021693478462508,0.09979518642614589,4.5048432847160374e-11,0.07021695523637356,0.12919809058771756
Csnk1g3,-0.09976488154727806,4.566312222567728e-11,-0.1291679917790913,-0.07018649645923822,0.09976489740585995,4.566279842282589e-11,0.07018651239834087,0.12916800752985055
Impad1,-0.09969158671671016,4.718390638706903e-11,-0.1290951951222945,-0.0701128296411186,0.09969149858384775,4.718576452515905e-11,0.07011274106115657,0.12909510758826692
Cdc14b,-0.09962905747373069,4.85203788794833e-11,-0.12903309063051419,-0.07004998330335731,0.099629024694756,4.852108909827573e-11,0.07004995035821729,0.12903305807414137
Spock2,-0.09960484020834472,4.904787213927156e-11,-0.12900903780719258,-0.07002564329181632,0.09960482126674268,4.904828690628231e-11,0.07002562425422182,0.12900901899419584
Usp9x,-0.09958350141259617,4.951731191379182e-11,-0.12898784387921292,-0.07000419636873813,0.09958340044074004,4.951954363978597e-11,0.07000409488530533,0.12898774359278464
Maz,-0.09938688966193909,5.405458484826496e-11,-0.12879256564959815,-0.06980658963939207,0.09938684269535088,5.4055715827993945e-11,0.06980654243540084,0.12879251900128882
Trim67,-0.09926478868971478,5.707436651736082e-11,-0.12867129168045555,-0.06968387192820341,0.09926476766449699,5.707490045049986e-11,0.06968385079686314,0.12867127079756807
Taok2,-0.09925030436301704,5.7443353976681955e-11,-0.12865690539931074,-0.06966931449974882,0.09925030323488829,5.7443382806338716e-11,0.06966931336592691,0.1286569042788179
Unc5a,-0.09914266831800732,6.0259405228574e-11,-0.12854999756346155,-0.06956113561505371,0.09914270369826891,6.02584577712823e-11,0.06956117117363389,0.1285500327044711
Cacna1b,-0.09903955629897478,6.308345398860652e-11,-0.12844758250537705,-0.06945750422478592,0.0990394577635637,6.308621360972498e-11,0.06945740519336116,0.12844748463569242
Enox1,-0.09898215597458292,6.471118265810707e-11,-0.12839056989291847,-0.06939981505382833,0.0989821621746672,6.471100464131149e-11,0.06939982128510162,0.1283905760511346
Gpr27,-0.09842895470505092,8.265802998658507e-11,-0.127841095270832,-0.06884384013909313,0.09842902274408485,8.265554841163743e-11,0.06884390851813178,0.12784116285263034
Fyn,-0.09842615423520072,8.276023420329465e-11,-0.1278383136204497,-0.06884102567497337,0.09842618442347996,8.275913181225941e-11,0.06884105601410441,0.12783834360586283
Clstn2,-0.09840610672684004,8.349549113627661e-11,-0.12781840082005555,-0.06882087800066268,0.09840598752661614,8.349988192667075e-11,0.06882075820493551,0.12781828242071908
Habp4,-0.09839759146159283,8.380972293111786e-11,-0.1278099427654204,-0.06881232019680053,0.0983975673371681,8.381061481461916e-11,0.06881229595186672,0.12780991880307183
Rtn1,-0.09829445494359809,8.770868546279099e-11,-0.12770749884013283,-0.06870866879870714,0.09829433004258514,8.771351301513369e-11,0.06870854327454819,0.12770737477748723
Cpt1c,-0.09826129037324514,8.89996922136155e-11,-0.1276745568464811,-0.06867533879926892,0.09826128195668297,8.900002219292606e-11,0.06867533034073221,0.1276745484863966
Kif5a,-0.09814677629113258,9.360178175846172e-11,-0.12756081080148407,-0.06856025401411638,0.09814686107765005,9.359828980932701e-11,0.06856033922289255,0.1275608950196311
Kdm7a,-0.09808420482728628,9.62138206837189e-11,-0.12749865867273347,-0.06849737104596923,0.09808420579169319,9.621377988087884e-11,0.06849737201517553,0.127498659630679
Pdzd4,-0.09778258834822247,1.0983777043593001e-10,-0.12719906029584013,-0.06819425630438032,0.09778250490251224,1.0984178873251991e-10,0.06819417244491413,0.12719897740771866
Eef1a2,-0.0977774126463044,1.1008727642752081e-10,-0.12719391917746392,-0.06818905494013187,0.09777725528569255,1.1009487100679585e-10,0.06818889679931484,0.12719376286829576
Golga7b,-0.09777344894753454,1.1027872953081396e-10,-0.1271899819626788,-0.0681850715895119,0.0977734330897309,1.1027949614153796e-10,0.06818505565308781,0.12718996621082934
Gsk3b,-0.09775426057325604,1.1121016837975453e-10,-0.12717092178498945,-0.0681657880934262,0.09775434578370161,1.1120601516581877e-10,0.06816587372623344,0.12717100642619625
Agtpbp1,-0.09739827168368412,1.2995220940822441e-10,-0.12681730729945706,-0.0678080384831701,0.0973983387987575,1.299484005363547e-10,0.06780810592947743,0.12681737396758558
Tuba1a,-0.09736063356334256,1.3210549451056229e-10,-0.12677991978385897,-0.06777021464950149,0.09736070489879228,1.3210138061070485e-10,0.06777028633685282,0.12677999064441714
4930402H24Rik,-0.09730820581100805,1.3516308574496534e-10,-0.12672784097030923,-0.06771752835086489,0.0973081330076183,1.3516737933738898e-10,0.06771745518856156,0.12672776865135785
Cdh2,-0.09700005658236474,1.545819790714641e-10,-0.12642173938523774,-0.06740786282674345,0.0970000134465991,1.5458487943689315e-10,0.06740781947912075,0.1264216965357159
Gprin1,-0.09687121153760901,1.634865747061821e-10,-0.12629374885123423,-0.06727838547048114,0.0968711452897458,1.634912795588055e-10,0.0672783188977606,0.12629368304248023
Lmna,-0.09675809732757715,1.717155116386455e-10,-0.12618138401628098,-0.06716471697016625,0.0967581241709514,1.7171351162796206e-10,0.06716474394498918,0.12618141068190902
Pkib,-0.09671064328287579,1.7528695804506003e-10,-0.1261342441270587,-0.06711703061652205,0.09671061849341146,1.7528884255394072e-10,0.06711700570573748,0.12613421950167097
Nr1d2,-0.09669444613252841,1.7652250095014315e-10,-0.12611815417474004,-0.06710075420477032,0.09669441316487996,1.765250244244244e-10,0.06710072107580946,0.12611812142526646
Tmem28,-0.09660836741324372,1.8323278291063907e-10,-0.12603264489276617,-0.06701425452010461,0.09660836508362619,1.8323296784450564e-10,0.06701425217910018,0.12603264257855384
Mrs2,-0.09652454995940388,1.9000587583770003e-10,-0.1259493814971078,-0.06693002758701184,0.09652425153976192,1.9003042182876316e-10,0.06692972771023316,0.12594908504936742
Ephb2,-0.09645626208097519,1.9570425225837574e-10,-0.12588154471530016,-0.06686140640885113,0.09645616983914909,1.957120612320203e-10,0.0668613137170001,0.12588145308261978
Acvr2b,-0.09644370942313517,1.967697318449312e-10,-0.12586907494796803,-0.0668487925144136,0.09644355960817957,1.9678248240090127e-10,0.0668486419686613,0.12586892612224782
Pkp4,-0.09637001165824076,2.0314046242921976e-10,-0.12579586365302906,-0.06677473541484785,0.09636985246692485,2.0315443919841512e-10,0.06677457544770182,0.1257957055121687
Galnt3,-0.0962999188612657,2.0938620028646455e-10,-0.12572623323267737,-0.06670430116280542,0.09629986424992855,2.0939113887066866e-10,0.06670424628554568,0.12572617898147825
Mtss1,-0.0962755210660587,2.1160389163416277e-10,-0.1257019963128074,-0.06667978458363552,0.09627531052776811,2.1162312842987032e-10,0.06667957302046632,0.1257017871626213
Cped1,-0.09626522916916393,2.1254625913537746e-10,-0.1256917722685753,-0.06666944258996704,0.09626524253543758,2.1254503261211004e-10,0.06666945602129819,0.12569178554673152
Dpysl5,-0.09620670082390775,2.1798377287556407e-10,-0.12563362967153768,-0.06661062947340993,0.09620675079630453,2.1797907280848989e-10,0.06661067968886107,0.12563367931466293
Blcap,-0.0959221655072698,2.464137852187753e-10,-0.12535096678810007,-0.06632471267236514,0.09592216708799187,2.4641361764194426e-10,0.06632471426074846,0.1253509683584332
Spock3,-0.09582554863112307,2.568670063798425e-10,-0.1252549846291857,-0.06622762780446996,0.09582547852314956,2.568747464860807e-10,0.06622755735711171,0.12525491498158117
Dmrta2,-0.09581923143272698,2.575653566527785e-10,-0.1252487089119577,-0.0662212800264173,0.09581922212657952,2.575663867897422e-10,0.06622127067522336,0.1252486996669163
Pcdhb16,-0.09581689562766484,2.5782404305723204e-10,-0.1252463884440987,-0.0662189329150324,0.0958168887833233,2.578248014288723e-10,0.06621892603756173,0.12524638164469754
Pja2,-0.09574315360716147,2.6612251886932223e-10,-0.12517313045785736,-0.06614483411914827,0.09574316977258307,2.661206714478064e-10,0.06614485036274492,0.12517314651720612
Ppp1r37,-0.09569738876054015,2.7140313206931576e-10,-0.12512766584511875,-0.06609884801923838,0.09569741899762184,2.71399609598643e-10,0.0660988784024618,0.1251276958838751
Ttll7,-0.09564399093234845,2.776938521902941e-10,-0.1250746181696748,-0.06604519219452477,0.09564394864682882,2.7769888974482595e-10,0.06604514970476662,0.125074576161373
Dgkz,-0.0955532099522918,2.8871679379358355e-10,-0.12498443209370992,-0.06595397299068136,0.09555327727106094,2.887084635795497e-10,0.0659540406342327,0.1249844989715073
Gm28875,-0.09546360952030732,3.0001471859238827e-10,-0.12489541835256007,-0.06586394051885548,0.0954636319150868,3.00011841575623e-10,0.06586396302155906,0.12489544060076094
Taf4,-0.09541466764489698,3.0636695776883726e-10,-0.1248467967414816,-0.06581476285658748,0.09541462822640685,3.0637212648261336e-10,0.06581472324824916,0.12484675758087999
Znrf1,-0.0953123386653896,3.200754399459894e-10,-0.12474513692241801,-0.06571194135224864,0.0953123390066402,3.200753932471111e-10,0.06571194169514068,0.12474513726143809
Inha,-0.09526234627930935,3.2698855509043354e-10,-0.12469547122711176,-0.06566170857382993,0.09526223492276208,3.27004115322127e-10,0.06566159668198335,0.12469536059809382
Ucp2,-0.09521482590987634,3.336948072833186e-10,-0.12464826125755396,-0.06561395983803209,0.0952147319117473,3.337082047506043e-10,0.06561386538831503,0.12464816787328233
Igf2,-0.09519404890469806,3.3666893609252495e-10,-0.12462761992451069,-0.0655930830283865,0.09519388623294364,3.366923235322592e-10,0.06559291957532394,0.12462745831488896
Hlf,-0.09519192539601942,3.3697435929631576e-10,-0.12462551028073408,-0.06559094932067658,0.09519184274931168,3.3698625179668244e-10,0.06559086627702922,0.12462542817364135
Ttn,-0.09505401541501829,3.5739969136224357e-10,-0.12448850017749503,-0.06545237754943511,0.09505414650457761,3.573797140321727e-10,0.06545250926751331,0.12448863041221357
Ctnna2,-0.09502038761481015,3.625605428255037e-10,-0.12445509163215272,-0.06541858855224723,0.09502034188589319,3.6256761010408887e-10,0.06541854260417204,0.12445504620134505
Ccdc85c,-0.09497490458045649,3.696566581171096e-10,-0.12440990504317835,-0.06537288760010053,0.09497488555769248,3.696596541530461e-10,0.06537286848622087,0.12440988614437373
Rmnd5a,-0.09487940360911043,3.8500024599905274e-10,-0.12431502612246821,-0.06527692946971331,0.09487934476984611,3.8500988826655816e-10,0.06527687034895671,0.12431496766629065
Megf8,-0.09479947512552009,3.98318112175339e-10,-0.12423561784351171,-0.06519661879276557,0.09479942135474413,3.9832722113414055e-10,0.06519656476500342,0.12423556442256929
Camsap1,-0.09476838898956824,4.0361826269705015e-10,-0.124204733925986,-0.06516538411607822,0.09476848295050307,4.036021392511312e-10,0.06516547852590476,0.12420482727578146
Snhg14,-0.0945753635307638,4.381028465447533e-10,-0.12401296284053034,-0.06497143761059972,0.09457530032957061,4.3811459522569437e-10,0.06497137410819988,0.12401290004968912
Bace2,-0.09452901612331009,4.468015758873731e-10,-0.12396691629368443,-0.06492486938330139,0.09452915322932574,4.467755962686776e-10,0.06492500714236145,0.12396705250987396
Rtn4rl1,-0.09443529521564833,4.6490955273379373e-10,-0.12387380338064471,-0.06483070234117859,0.09443529392595783,4.6490980677649e-10,0.06483070104535248,0.12387380209931724
Nptxr,-0.09440491149165435,4.709322600685186e-10,-0.12384361665337408,-0.06480017409639363,0.09440473169382556,4.709681254117965e-10,0.0647999934435178,0.12384343802112513
Smarca1,-0.09438445761661639,4.750294530244997e-10,-0.12382329536293972,-0.06477962296329821,0.09438448133998303,4.750246808238647e-10,0.06477964679945476,0.12382331893254282
Hipk3,-0.09430103092060028,4.921041361441201e-10,-0.12374040919355905,-0.06469579983392937,0.09430074094248073,4.921645166471837e-10,0.0646955084785982,0.12374012109350896
Mboat2,-0.09416197398390969,5.219040073565131e-10,-0.12360225230220112,-0.06455608304438416,0.094161990291358,5.21900411542703e-10,0.06455609942914653,0.12360226850416646
Elavl2,-0.09393886651380834,5.734303153174872e-10,-0.12338058650951012,-0.06433191930995037,0.09393883033829552,5.734390593903284e-10,0.06433188296341304,0.12338055056751825
Synj1,-0.09386016991701537,5.927630886549361e-10,-0.12330239773399915,-0.06425285085032915,0.09386007825347929,5.927859733694088e-10,0.06425275875387468,0.12330230666174558
Slc20a1,-0.09385478028761743,5.941101284661198e-10,-0.12329704286996686,-0.06424743576706719,0.09385465500975602,5.941414748652275e-10,0.06424730989757069,0.12329691840017971
Akt3,-0.09382600762900842,6.013519974125641e-10,-0.12326845577804087,-0.06421852725192814,0.09382594773708719,6.013671611915591e-10,0.06421846707726564,0.12326839627233625
Eid1,-0.09378367972498058,6.121623431148755e-10,-0.12322640077521783,-0.06417599957757389,0.09378368732252719,6.121603858348565e-10,0.06417600721096814,0.12322640832379017
Col6a5,-0.09373306401892459,6.253383403512013e-10,-0.12317611126557348,-0.06412514512735451,0.09373303787702891,6.253452164022015e-10,0.06412511886219248,0.12317608529211202
Cbx5,-0.09356771751413417,6.70336705396256e-10,-0.12301182929388854,-0.06395901978782119,0.09356741255189356,6.704225478043975e-10,0.06395871339062732,0.1230115262935635
Me2,-0.09341908424785252,7.134707013649277e-10,-0.1228641515803065,-0.06380968781201544,0.09341908488592203,7.134705105090266e-10,0.06380968845308162,0.12286415221427671
Tmem132d,-0.09340242263228342,7.184714441207027e-10,-0.12284759699979698,-0.06379294795457592,0.09340233004763558,7.184993273187311e-10,0.06379285493520312,0.1228475050098718
Mast4,-0.09331254009387736,7.460435311912773e-10,-0.12275829158871981,-0.06370264362096763,0.09331249468282027,7.46057718743194e-10,0.0637025979969309,0.12275824646912233
Rasd2,-0.0930727197422498,8.247563645142377e-10,-0.12252000876737731,-0.06346170022813584,0.09307286487342308,8.247063656260135e-10,0.06346184603789186,0.12252015296911584
Ddx6,-0.09304458687839336,8.345043827440622e-10,-0.1224920560457527,-0.06343343584869854,0.09304433666340398,8.345915839997247e-10,0.06343318446421664,0.12249180743274701
Klhl7,-0.09303057042051219,8.394029062061831e-10,-0.12247812932155362,-0.06341935388437482,0.09303060431939357,8.393910253520059e-10,0.06341938794166965,0.12247816300342756
Snhg11,-0.09278005847066306,9.318309123292434e-10,-0.12222921919903848,-0.06316767314614415,0.09277997308093934,9.318640485166244e-10,0.0631675873586683,0.12222913435468347
Cib3,-0.09276571273250374,9.374140374908874e-10,-0.12221496507847276,-0.0631532605905397,0.09276567673827815,9.374280867764092e-10,0.0631532244286811,0.12221492931410534
Sgsm1,-0.09272094741113794,9.550464000094702e-10,-0.12217048556816519,-0.0631082868473258,0.09272088362474006,9.55071753658464e-10,0.06310822276403208,0.12217042218893696
Spire1,-0.09269230482751424,9.664974211931932e-10,-0.12214202579544986,-0.06307951097043993,0.09269224907667331,9.665198397918098e-10,0.06307945496020075,0.1221419704003907
Xkr4,-0.09255093426618921,1.025005140181382e-09,-0.12200155682044891,-0.06293748323777819,0.09255091405451933,1.0250137468478743e-09,0.06293746293223863,0.122001536737594
Pkd1l1,-0.09250899112154118,1.0430180719150876e-09,-0.12195988093995268,-0.06289534534809654,0.0925089826061198,1.0430217600917595e-09,0.06289533679314818,0.12195987247878153
Kif2a,-0.09243791692640575,1.0742483793253392e-09,-0.12188925939662358,-0.0628239413914093,0.0924379324307787,1.074241468258716e-09,0.06282395696768454,0.121889274802286
Zfp41,-0.09234643252900687,1.1157910900719623e-09,-0.12179835719898947,-0.06273203298190454,0.09234643731553166,1.1157888761053827e-09,0.06273203779060076,0.12179836195506608
Cnnm2,-0.09233053406230574,1.1231684633410891e-09,-0.12178255985853358,-0.0627160608801811,0.09233051710402115,1.123176357824095e-09,0.06271604384336098,0.1217825430081085
Kctd12,-0.09213640009081767,1.2171771311645305e-09,-0.12158965952208005,-0.0625210289851799,0.09213644282946773,1.2171556144851783e-09,0.06252107192125918,0.12158970198938986
Bcl11b,-0.09199845156669356,1.2885935741117115e-09,-0.12145258624729213,-0.06238244378546236,0.09199846350351493,1.2885872211840313e-09,0.062382455777326484,0.1214525981084259
Man2a2,-0.09196269838203722,1.3077594493162211e-09,-0.12141705972445484,-0.06234652577502698,0.0919626364551464,1.3077928856283303e-09,0.06234646356271351,0.12141699819009188
Aldh1a3,-0.09186302164176872,1.362670564142712e-09,-0.12131801449897962,-0.062246389920018165,0.09186285168346875,1.3627660843053011e-09,0.062246219179393186,0.12131784561697137
2510039O18Rik,-0.09184618904360115,1.3721625800741252e-09,-0.12130128848801179,-0.06222947984912976,0.0918463607727517,1.3720654163721098e-09,0.062229652368584895,0.1213014591298253
Necab1,-0.09184019784710137,1.3755565761163074e-09,-0.12129533522486677,-0.06222346108200643,0.09184001145549084,1.3756622975201786e-09,0.06222327383268309,0.12129515001336365
Mdga2,-0.09180210422615126,1.397328626079468e-09,-0.12125748274470537,-0.06218519221008878,0.09180205485342299,1.3973570612816867e-09,0.062185142610276155,0.12125743368446147
Flywch1,-0.09168370106261141,1.4671661321036853e-09,-0.12113982855162284,-0.062066244884866666,0.09168379237409373,1.4671109857066452e-09,0.06206633661567756,0.1211399192858246
Tbx1,-0.09160601317707967,1.5148238992505863e-09,-0.12106263163851595,-0.06198820041555261,0.09160622863183136,1.5146896656131759e-09,0.06198841685873075,0.12106284573212796
Ddi2,-0.09159551578144157,1.5213780919117769e-09,-0.12105220055706442,-0.06197765486513324,0.09159519115041921,1.5215812194628919e-09,0.06197732874503399,0.12105187797669867
Scaf11,-0.09156190281092101,1.5425511960550083e-09,-0.12101879988275945,-0.06194388774607088,0.09156169891061465,1.5426805064356613e-09,0.06194368291088789,0.12101859727006381
Stxbp5,-0.09143866525105777,1.6226630846793524e-09,-0.12089634010861494,-0.06182008560074014,0.09143847396444721,1.622790528333775e-09,0.06181989343850093,0.12089615002856917
Dtx1,-0.09118659028113622,1.7993483629780873e-09,-0.12064585325962592,-0.06156685864408767,0.0911865790423252,1.799356643511037e-09,0.06156684735400011,0.12064584209153792
Atp6ap1,-0.09114954537991876,1.8268448299966004e-09,-0.12060904143226922,-0.061529644768427656,0.09114953069488724,1.8268558106396745e-09,0.06152963001642902,0.12060902683961483
Ankrd24,-0.09113023251323576,1.8413415940459834e-09,-0.12058985004341465,-0.06151024384182334,0.09113019340485888,1.8413710632187763e-09,0.061510204555148634,0.12058981118100692
Rc3h2,-0.09112785797473222,1.8431317031413335e-09,-0.12058749043922544,-0.06150785847779937,0.09112772829741163,1.8432295126356763e-09,0.06150772820928966,0.12058736157748191
Nsd1,-0.0911087441150426,1.8576030586977758e-09,-0.12056849678125023,-0.06148865749035195,0.09110881023371264,1.8575528091625878e-09,0.06148872391037656,0.12056856248415561
Hcrtr1,-0.09110356426607798,1.861543809719793e-09,-0.12056334950319142,-0.06148345403357256,0.09110357785627683,1.8615334598565226e-09,0.061483467685708344,0.12056336300793712
Cacng4,-0.09105783996164837,1.8966851518395005e-09,-0.12051791264461671,-0.06143752140469661,0.091057691304426,1.896800449018843e-09,0.061437372070381836,0.1205177649217267
Ranbp2,-0.09101425774699123,1.9307810875831668e-09,-0.12047460429467065,-0.06139374074194656,0.09101425383400137,1.930784175491318e-09,0.06139373681114433,0.12047460040626444
Tmem131,-0.09077268870336454,2.1308701917116984e-09,-0.12023455120462342,-0.06115107379996646,0.09077260546322519,2.1309425013928763e-09,0.06115099018211556,0.12023446848625931
Ipo9,-0.09077092892041647,2.132399402214717e-09,-0.12023280245245817,-0.06114930603189259,0.09077077841666398,2.132530236071256e-09,0.061149154845228496,0.12023265289209434
Flrt1,-0.09067526033464753,2.2171608521368835e-09,-0.12013773326741448,-0.06105320362355316,0.09067521735487542,2.2171996592126596e-09,0.06105316044900668,0.12013769055680583
Slc43a1,-0.09053148244096085,2.35074862872851e-09,-0.11999485518157807,-0.0609087747818311,0.09053132669768203,2.350897497869791e-09,0.06090861833410405,0.11999470041232851
Ggt7,-0.09049458241068745,2.3862777213345826e-09,-0.11995818588662947,-0.060871707888336166,0.0904944938335114,2.3863636333855554e-09,0.060871618910709344,0.11995809786322843
E2f7,-0.0904201759076803,2.45951680027807e-09,-0.11988424440185491,-0.06079696516501034,0.09042013790174665,2.45955476330609e-09,0.06079692698742433,0.11988420663336337
Ube4b,-0.09029232615645454,2.590502332684987e-09,-0.11975719290968952,-0.060668538475519486,0.0902923806939947,2.5904450354117434e-09,0.06066859325895812,0.11975724710691785
Kcnq1ot1,-0.09017635294714657,2.7151765486267043e-09,-0.11964194297076312,-0.06055204277071597,0.09017647672302445,2.7150404229177216e-09,0.060552167103812594,0.11964206597513237
Fbxo41,-0.0901745569639469,2.7171524751079796e-09,-0.1196401581820221,-0.060550238702397306,0.09017443855241625,2.7172827997080367e-09,0.06055011975781093,0.11964004050855008
Cand1,-0.09009225883256877,2.809213345906891e-09,-0.11955837281494923,-0.0604675702906744,0.09009244449188544,2.8090022846361533e-09,0.06046775678486244,0.1195585573179525
Cntnap4,-0.09007019139264742,2.834410320365123e-09,-0.11953644279977496,-0.06044540363279182,0.09007018401975815,2.8344187755022184e-09,0.060445396226758014,0.11953643547279548
Armcx4,-0.09005343209930229,2.853693199123409e-09,-0.11951978785554027,-0.06042856900709645,0.09005339610181498,2.8537347541554002e-09,0.060428532847820016,0.11951975208216781
Pcdhb17,-0.08992919491999739,3.000673864324625e-09,-0.11939632370239495,-0.06030377391219343,0.0899292170818342,3.000646999668156e-09,0.060303796173470474,0.11939634572641807
Sf3b2,-0.08988980518154001,3.0487940571926103e-09,-0.11935717886372223,-0.06026420747842885,0.08988977720196059,3.0488285037230597e-09,0.060264179373371134,0.11935715105806906
Mapk8ip1,-0.08983385474742721,3.118438725393255e-09,-0.1193015761355488,-0.060208006220730435,0.08983384142995027,3.1184554852962804e-09,0.06020799284357413,0.11930156290081177
Zmat3,-0.08981649780941595,3.1403568076848552e-09,-0.11928432702527425,-0.060190571510424534,0.0898165124107365,3.1403383064983712e-09,0.06019058617716252,0.11928434153589344
Glcci1,-0.08979906309380375,3.162524012479655e-09,-0.11926700060267395,-0.060173058692212705,0.08979910117317243,3.16247543129062e-09,0.06017309694214633,0.11926703844553814
Tspan15,-0.08979788102454038,3.1640324431276555e-09,-0.11926582587499944,-0.060171871328273244,0.08979775937218568,3.1641877226124645e-09,0.060171749131023064,0.11926570497819776
Cbx2,-0.0897453120142551,3.231828012471809e-09,-0.11921358327659319,-0.060119066937807164,0.08974515524430488,3.232032289584262e-09,0.060118909466160206,0.11921342747981604
Lmx1b,-0.08969828478175178,3.2936730808270345e-09,-0.1191668479076437,-0.06007182927920433,0.0896982715398348,3.29369065628825e-09,0.060071815978054305,0.11916683474789118
Arhgap21,-0.08968219583765862,3.3150947323231998e-09,-0.11915085878585077,-0.06005566837465536,0.0896819816494614,3.315380826039978e-09,0.06005545322857086,0.11915064592646045
Cdh22,-0.0896427419502373,3.368201172891245e-09,-0.11911164962156788,-0.06001603808895795,0.08964282690596204,3.3680859346829473e-09,0.06001612342441929,0.11911173405043109
Serpini1,-0.08954410513253495,3.5046180008298107e-09,-0.11901362422259833,-0.05991696067480704,0.08954415119082454,3.50455306364758e-09,0.05991700693869615,0.11901366999552107
Stt3b,-0.08953768804307671,3.5136768540121573e-09,-0.1190072468907643,-0.05991051494135929,0.08953757331921114,3.5138390141062324e-09,0.0599103997054228,0.1190071328776581
Dlec1,-0.08942492133296139,3.6766354925099296e-09,-0.1188951784396064,-0.05979724527719688,0.08942492181140559,3.676634785754432e-09,0.05979724575777338,0.11889517891508962
Rnf187,-0.08939266854117292,3.7245807546133408e-09,-0.11886312522115479,-0.05976484877412121,0.08939281251243951,3.7243653890153573e-09,0.05976499338675315,0.11886326830169464
2700033N17Rik,-0.08928928496734168,3.88240115412263e-09,-0.11876038094863288,-0.05966100496668305,0.08928917718140315,3.8825690419699025e-09,0.059660896701247516,0.11876027382888957
Top2a,-0.08925933824803728,3.929318954191865e-09,-0.11873061929537736,-0.05963092505307421,0.08925960924917571,3.928891911119719e-09,0.0596311972593057,0.11873088862200852
Pdzd2,-0.08916240688645517,4.084995591182397e-09,-0.11863428659136759,-0.05953356293790875,0.08916242978793881,4.08495811100295e-09,0.059533585941097776,0.11863430935147494
Agpat5,-0.08910052972918696,4.1874938565040765e-09,-0.11857279130334902,-0.05947141109933449,0.08910048087604569,4.187575760802957e-09,0.05947136202941809,0.11857274275161117
Ugt8a,-0.08905055826800726,4.272092703111656e-09,-0.11852312807147693,-0.05942121797555958,0.08905052411949269,4.272151079189319e-09,0.05942118367562082,0.11852309413354363
Asxl3,-0.08894474406025375,4.456753720548618e-09,-0.11841796605035358,-0.05931493489336978,0.08894473447928133,4.456770787176857e-09,0.05931492526997343,0.11841795652840362
Myo9a,-0.08889437677886775,4.547357038850224e-09,-0.11836790897581048,-0.059264344664979846,0.08889401246803202,4.548018862062593e-09,0.059263978742103894,0.11836754690818158
Etv1,-0.08884480762063002,4.638272757362719e-09,-0.11831864496259653,-0.05921455624117462,0.08884470177730867,4.638468765394536e-09,0.05921444992982077,0.11831853977068564
Slc4a7,-0.08882173883013031,4.681184177322258e-09,-0.11829571813283296,-0.05919138545782425,0.08882175887709925,4.681146719839327e-09,0.059191405593411954,0.11829573805645051
