,orig.ident,nCount_RNA,nFeature_RNA,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,percent.mt,condition,nCount_SCT,nFeature_SCT,SCT_snn_res.0.8,seurat_clusters,tree.ident,SCT_snn_res.0.5,rcpa_clusters,predicted.id,prediction.score.Generalist.NE,prediction.score.Neuroendocrine2,prediction.score.Stress,prediction.score.Generalist.nonNE,prediction.score.nonNE1,prediction.score.Neuroendocrine1,prediction.score.Intermediate,prediction.score.nonNE2,prediction.score.max,Ascl1_targets_score1,Rest_targets_score1,HES1_high_score1,Liu_sclcI_score1,Intermediate_score1,NE1_score1,NE2_score1,nonNE1_score1,nonNE2_score1,stress_score1,ident
28_93_14__s6,organoid,10296.0,4121.0,D_Sample14,GRCm39,4121,10296,17676,28,93,14,C4,H9,B2,3.6713286713286712,shRORB2,8233.0,4093,12,5,16,12,5,Intermediate,0.08319786122721075,0.0,0.0,0.009337505524511878,0.0,0.0,0.9074646332482774,0.0,0.9074646332482774,0.1786198740711963,0.15530811672502337,-0.07795484414907411,-0.039971681541867886,0.4629769619438706,0.09366586622070339,0.08003514194019182,0.00635768487072591,0.12989959929951256,-0.06646160197284327,D_Sample14
28_93_18__s6,organoid,6655.0,3130.0,D_Sample14,GRCm39,3130,6655,11569,28,93,18,C4,H9,B6,3.260706235912848,shRORB2,6826.0,3129,0,2,21,1,2,Generalist NE,0.8192388037517542,0.0,0.0,0.0,0.0,0.0,0.18076119624824552,0.0,0.8192388037517542,0.278779181920221,0.12122131936043784,-0.0807802565265897,-0.045763472043495776,0.522639724033322,0.3429905447044309,0.2560917779921816,0.006082787527789957,0.037990855151096486,0.04135337541632983,D_Sample14
28_93_20__s6,organoid,12641.0,4798.0,D_Sample14,GRCm39,4798,12641,21035,28,93,20,C4,H9,B8,1.3527410806107112,shRORB2,8270.0,4505,4,2,21,5,2,Generalist NE,0.5899514181517556,0.0,0.0,0.0,0.0,0.0,0.41004858184824433,0.0,0.5899514181517556,0.2326305814944133,0.08155986242736518,-0.09473745842385786,-0.05327226037785367,0.47877313057441445,0.19895504622819182,0.22237944571379836,0.07960507812309156,0.013574716580047469,0.07389932696670767,D_Sample14
28_93_24__s6,organoid,9192.0,3781.0,D_Sample14,GRCm39,3781,9192,15949,28,93,24,C4,H9,B12,3.100522193211488,shRORB2,8090.0,3776,2,1,10,0,1,Generalist NE,0.7933191585667194,0.0,0.0,0.0,0.0,0.0,0.20668084143328036,0.0,0.7933191585667194,0.22935582971514823,0.1032221675248754,-0.09351383547604339,-0.04987297768368581,0.3293082274219221,0.12958506994565666,0.2470087449631132,-0.05778143767224948,0.02280151428450032,0.04145654950590591,D_Sample14
28_93_46__s6,organoid,4262.0,2361.0,D_Sample14,GRCm39,2361,4262,7360,28,93,46,C4,H9,D10,1.7597372125762554,shRORB2,6409.0,2370,2,1,3,0,1,Intermediate,0.23549349798088298,0.0,0.0,0.0,0.0,0.0,0.7645065020191171,0.0,0.7645065020191171,0.14441048416231356,0.058825356969791076,-0.07109800056750588,-0.03845258196847215,0.459403534785088,0.02644051315801904,0.18998687449012563,-0.028433429898599982,0.10613137901604199,-0.025785740051002176,D_Sample14
28_93_64__s6,organoid,6565.0,3051.0,D_Sample14,GRCm39,3051,6565,11181,28,93,64,C4,H9,F4,4.188880426504189,shRORB2,6796.0,3050,2,1,10,0,1,Generalist NE,0.5192829465584112,0.0,0.0,0.0,0.0,0.0,0.4807170534415887,0.0,0.5192829465584112,0.19669287692489856,0.07636809168059105,-0.06752631807299178,-0.05007130358062245,0.37244055976864443,0.020731914481278924,0.12108944530440144,-0.08309266087127941,0.049621829091396535,-0.0040082706033295334,D_Sample14
28_93_87__s6,organoid,2918.0,1771.0,D_Sample14,GRCm39,1771,2918,4944,28,93,87,C4,H9,H3,2.3646333104866346,shRORB2,6340.0,1989,2,1,4,0,1,Generalist NE,0.7473429501921065,0.0,0.0,0.0,0.0,0.0,0.2526570498078935,0.0,0.7473429501921065,0.23061814035219583,0.1605105408995555,-0.06705215430800886,-0.038116157553034644,0.27252437918084377,0.18941495738014819,0.07319426597256251,0.0021348175509085243,0.03820715968460961,-0.0014691684807591199,D_Sample14
28_94_04__s6,organoid,3977.0,1990.0,D_Sample14,GRCm39,1990,3977,6726,28,94,4,C4,H10,A4,4.1740005028916265,shRORB2,6633.0,2030,21,1,11,16,1,Intermediate,0.16899785318069768,0.0,0.0,0.0,0.0,0.0,0.8310021468193022,0.0,0.8310021468193022,0.12186680784671086,0.026830301781681082,-0.04399522562791219,-0.015095255240159235,0.32790181008435243,-0.006497901509734394,-0.008668145232735236,-0.03059739150353713,0.035244695878360086,0.04787138551956219,D_Sample14
28_94_38__s6,organoid,8166.0,3451.0,D_Sample14,GRCm39,3451,8166,13822,28,94,38,C4,H10,D2,4.102375704139114,shRORB2,7840.0,3448,3,3,10,4,3,Intermediate,0.21145185449471662,0.0,0.0,0.0,0.0,0.0,0.7885481455052833,0.0,0.7885481455052833,0.12090046930110415,0.036478448821074316,-0.08064636231188019,-0.05174241300198573,0.3984182786906808,-0.05993707409154431,0.0015614240313800987,0.01370656958992611,0.010085626871476155,-0.03266241785205476,D_Sample14
28_94_43__s6,organoid,5619.0,2709.0,D_Sample14,GRCm39,2710,5620,9901,28,94,43,C4,H10,D7,1.8330663819184907,shRORB2,6510.0,2708,8,1,10,0,1,Generalist NE,0.9050550155763984,0.0,0.0,0.0,0.0,0.0,0.09494498442360168,0.0,0.9050550155763984,0.20213308612016512,0.1297632649502443,-0.06096486962069767,-0.031527932082954346,0.12306907053463387,0.04942504569858169,0.20639677974998988,-0.12891266630844256,0.040917443137872364,0.02443640295464683,D_Sample14
28_94_59__s6,organoid,3755.0,2052.0,D_Sample14,GRCm39,2052,3755,6465,28,94,59,C4,H10,E11,5.565912117177097,shRORB2,6659.0,2116,0,3,10,1,3,Intermediate,0.22024435317718108,0.0,0.0,0.0,0.0,0.0,0.779755646822819,0.0,0.779755646822819,0.13590331315526655,0.02570762698659898,-0.058006585419658536,-0.03517201198147146,0.545937021182153,-0.018575668803718637,0.11727770277124264,-0.023290421981725207,-0.009642401075561274,0.002583037313295816,D_Sample14
28_94_66__s6,organoid,6804.0,3284.0,D_Sample14,GRCm39,3284,6804,11385,28,94,66,C4,H10,F6,1.7048794826572604,shRORB2,6903.0,3283,3,3,10,4,3,Generalist NE,0.9327756429295851,0.0,0.0,0.0,0.0,0.0672243570704147,0.0,0.0,0.9327756429295851,0.23970981808146208,0.12787476175050455,-0.06399897717358499,-0.04990569694727143,0.2979076310500396,0.4591655008226483,0.239027851173929,0.00809925649743598,0.02188611156413267,0.12201093515437159,D_Sample14
28_94_67__s6,organoid,3083.0,1737.0,D_Sample14,GRCm39,1737,3083,5207,28,94,67,C4,H10,F7,2.4975673045734674,shRORB2,6487.0,1916,2,1,10,0,1,Generalist NE,0.9274199780453205,0.0,0.0,0.0,0.0,0.0,0.07258002195467975,0.0,0.9274199780453205,0.1751531255375084,0.11915016115451768,-0.054298591677588354,-0.02529131508773235,0.12339385567023264,-0.007972676316280736,0.17997728039371563,-0.05737275730974145,-0.051965401882407,0.018122298967921086,D_Sample14
28_94_82__s6,organoid,4655.0,2414.0,D_Sample14,GRCm39,2414,4655,7790,28,94,82,C4,H10,G10,1.3319011815252417,shRORB2,6410.0,2418,3,1,10,4,1,Intermediate,0.3401336581995387,0.0,0.0,0.0,0.0,0.0,0.6598663418004613,0.0,0.6598663418004613,0.09026070690317041,-0.06504755043503316,-0.05429006873730118,-0.03529761695462802,0.49940251700243815,-0.00918410909141859,0.01816254497454256,0.016710728190612173,0.09563012981558398,-0.0961422589914154,D_Sample14
28_94_87__s6,organoid,5849.0,2789.0,D_Sample14,GRCm39,2789,5849,9949,28,94,87,C4,H10,H3,2.9748674987177295,shRORB2,6565.0,2788,8,1,10,0,1,Generalist NE,0.8845980913241299,0.0,0.0,0.0,0.0,0.06147666095905902,0.05392524771681126,0.0,0.8845980913241299,0.19207458899878033,0.08525399049868335,-0.062424358475578395,-0.038146840754860724,0.2990103675489569,0.14338917930509,0.18576459873406254,0.03577946261090123,0.0735361987374684,0.11123465430255575,D_Sample14
28_95_08__s6,organoid,7927.0,3434.0,D_Sample14,GRCm39,3434,7927,13419,28,95,8,C4,H11,A8,2.308565661662672,shRORB2,7743.0,3434,8,1,10,0,1,Generalist NE,0.5448034690627037,0.0,0.0,0.0,0.0,0.0,0.4551965309372962,0.0,0.5448034690627037,0.19404406242678698,0.08052500292238873,-0.07618070510668519,-0.047392703490437664,0.41375355511864653,-0.024177856927412533,0.19228566174037018,-0.0024702042180111683,0.08382839996881102,0.06261522143009182,D_Sample14
28_95_49__s6,organoid,8628.0,3565.0,D_Sample14,GRCm39,3565,8628,14887,28,95,49,C4,H11,E1,6.536856745479833,shRORB2,7978.0,3563,3,3,6,4,3,Intermediate,0.18208622894367665,0.0,0.0,0.0017838723562939056,0.0,0.0,0.8161298987000295,0.0,0.8161298987000295,0.13834707330110815,0.0690803176851969,-0.08764199958234913,-0.06176755210358356,0.6304739363714015,-0.04886905530255334,-0.0011103836357212182,-0.10284734803719317,0.05702934486317711,0.034361104337939485,D_Sample14
28_95_54__s6,organoid,7743.0,3483.0,D_Sample14,GRCm39,3484,7744,13330,28,95,54,C4,H11,E6,1.252744414309699,shRORB2,7643.0,3483,8,1,10,0,1,Intermediate,0.23974219715437392,0.0,0.0,0.0,0.0,0.0,0.7602578028456262,0.0,0.7602578028456262,0.16944593896046065,0.054658860912881024,-0.07264470484851332,-0.048539697748490804,0.29296752562101286,-0.012988448149492737,-0.0023315214729859313,-0.024118754922995367,0.1356484446459552,0.032359374921445444,D_Sample14
28_95_76__s6,organoid,17697.0,5511.0,D_Sample14,GRCm39,5511,17697,29613,28,95,76,C4,H11,G4,8.775498672091315,shRORB2,8065.0,3921,6,5,17,7,5,Intermediate,0.07476847279874563,0.0,0.0,0.0,0.0,0.0,0.9252315272012541,0.0,0.9252315272012541,0.17782875907885,0.10306503311792548,-0.03596934160159847,-0.027252708954323232,0.22615871506566138,0.01317156453016316,0.1687362849178258,0.17441451468705796,0.04185369181260437,0.09525476402610789,D_Sample14
28_95_89__s6,organoid,6668.0,3046.0,D_Sample14,GRCm39,3046,6668,11364,28,95,89,C4,H11,H5,3.2093581283743253,shRORB2,6853.0,3043,10,1,11,9,1,Intermediate,0.05403020952618787,0.0,0.0,0.0298120246395951,0.0,0.0,0.9161577658342172,0.0,0.9161577658342172,0.04328443606722243,-0.10580139310307485,-0.02867422515023281,-0.03084035927883036,0.4737622149737785,-0.22883820109618574,-0.07325438533380185,0.05185949221584496,0.10227953270355761,-0.05068345261888252,D_Sample14
28_96_05__s6,organoid,7406.0,3457.0,D_Sample14,GRCm39,3457,7406,12639,28,96,5,C4,H12,A5,1.5527950310559007,shRORB2,7387.0,3455,0,6,18,1,6,Generalist NE,0.9144138590739621,0.0,0.0,0.0,0.0,0.0,0.08558614092603775,0.0,0.9144138590739621,0.24506221443959295,0.18654926223150958,-0.07639633732892404,-0.042958572529719956,0.31279780857069917,0.21136089741892772,0.14085656048611084,-0.024809690859216388,0.021116756593515515,0.0062777320115612045,D_Sample14
28_96_12__s6,organoid,17677.0,5599.0,D_Sample14,GRCm39,5599,17677,30178,28,96,12,C4,H12,A12,1.1823273179838207,shRORB2,7934.0,3985,14,1,10,0,1,Generalist NE,0.6097594364475177,0.0,0.0,0.0,0.0,0.0,0.39024056355248243,0.0,0.6097594364475177,0.22630655690890547,0.1414175821296489,-0.06594580466620477,-0.0477214455996134,0.45478020482670783,0.10599335214879785,0.19529756700677198,-0.017387170685882303,0.07941739240092904,0.058109636798537256,D_Sample14
28_96_17__s6,organoid,10605.0,4142.0,D_Sample14,GRCm39,4142,10605,17913,28,96,17,C4,H12,B5,2.5648279113625647,shRORB2,8196.0,4104,20,6,13,3,6,Generalist NE,0.8129779838119349,0.0,0.0,0.0,0.0,0.03522877466874496,0.15179324151932014,0.0,0.8129779838119349,0.2721057322295781,0.1797197842822681,-0.10140843473875766,-0.06306246286771784,0.1551592660335569,0.14835380922005165,0.589259630807123,0.024757015818323014,0.07085056772921416,0.16671046962790406,D_Sample14
28_96_82__s6,organoid,9469.0,3963.0,D_Sample14,GRCm39,3963,9469,15888,28,96,82,C4,H12,G10,1.7002851409863768,shRORB2,8148.0,3960,14,1,10,0,1,Intermediate,0.45447322830366693,0.0,0.0,0.0,0.0,0.0,0.5455267716963332,0.0,0.5455267716963332,0.22432723622673958,0.11030016200436754,-0.07624103071888919,-0.04102739306407599,0.36369463361344406,0.028882764073342115,0.12548631335086635,-0.0372064282144354,0.1378540272378429,0.043888840330470885,D_Sample14
03_01_16__s6,organoid,5162.0,2637.0,D_Sample2,GRCm39,2637,5162,8895,3,1,16,A3,A1,B4,2.150329329717164,shRORB1,7416.0,2625,3,1,10,4,1,Generalist NE,0.8178151971802756,0.0,0.0,0.0,0.0,0.0,0.18218480281972457,0.0,0.8178151971802756,0.20726130054027803,0.17389031270065888,-0.06891562496004115,-0.03818917588088083,0.43602901019306517,0.1463777418835705,0.17540711085492636,-0.04722310815044356,0.02369585041128558,-0.0050419853136501325,D_Sample2
03_02_66__s6,organoid,17909.0,4365.0,D_Sample2,GRCm39,4365,17909,29964,3,2,66,A3,A2,F6,5.449773856720085,shRORB1,9011.0,3387,11,8,1,11,8,Generalist nonNE,0.011148686319444009,0.0,0.0,0.732520905056031,0.14280241492084395,0.0,0.11352799370368136,0.0,0.732520905056031,-0.05300987422210246,-0.23110046080263497,0.19671222562969828,0.044347482730683827,0.22640567348848775,-0.1655283368982556,-0.06756981204589113,0.5288876602355267,0.1405268099364842,0.0674207919363485,D_Sample2
03_02_95__s6,organoid,14103.0,4377.0,D_Sample2,GRCm39,4377,14103,23800,3,2,95,A3,A2,H11,1.425228674750053,shRORB1,9254.0,4170,1,2,2,2,2,Generalist NE,0.782322025653104,0.0,0.0,0.0,0.0,0.21767797434689587,0.0,0.0,0.782322025653104,0.3742704344958191,0.235445211114926,-0.10646210842882103,-0.055001838342070494,0.1885457904408917,0.5223254297608181,0.09252294698554009,-0.059754569163348786,-0.00244717945570809,0.0663255080028751,D_Sample2
03_04_46__s6,organoid,5416.0,2451.0,D_Sample2,GRCm39,2451,5416,9477,3,4,46,A3,A4,D10,1.6802067946824224,shRORB1,7550.0,2440,1,2,2,2,2,Generalist NE,0.9834400332238332,0.0,0.0,0.0,0.0,0.016559966776166807,0.0,0.0,0.9834400332238332,0.29641809740853997,0.13803277915087478,-0.07465659443520012,-0.04160803224259495,0.26616143626420996,0.4114352396757773,0.3459446282763573,0.06669113912164809,0.08739751899024654,0.03512482326559471,D_Sample2
03_04_94__s6,organoid,9455.0,3191.0,D_Sample2,GRCm39,3191,9455,15916,3,4,94,A3,A4,H10,1.9777895293495507,shRORB1,8934.0,3158,13,4,12,3,4,Neuroendocrine1,0.3332014080249657,0.0,0.0,0.0,0.0,0.6667985919750343,0.0,0.0,0.6667985919750343,0.43545336178120364,0.3366874712668932,-0.08413068351433278,-0.02834277446021962,-0.28614551246102676,1.3341154556469503,0.9727302154024091,0.0951227935882609,-0.058372423081689884,0.4067691799566101,D_Sample2
03_06_48__s6,organoid,19686.0,4650.0,D_Sample2,GRCm39,4650,19686,33264,3,6,48,A3,A6,D12,1.8642690236716448,shRORB1,8635.0,3166,10,1,11,9,1,Intermediate,0.024416193934192677,0.0,0.0,0.4027236774124664,0.0,0.0,0.5728601286533412,0.0,0.5728601286533412,-0.05434749578901879,-0.2104797373884936,0.14308788451569346,0.03306089074844076,0.4226854832314342,-0.12509574738095516,-0.0928713491934183,0.36075256349681306,0.1419385548319656,0.005723584176317464,D_Sample2
03_07_39__s6,organoid,3556.0,1867.0,D_Sample2,GRCm39,1867,3556,5991,3,7,39,A3,A7,D3,0.281214848143982,shRORB1,7032.0,1986,20,2,8,3,2,Generalist NE,0.586430526929374,0.014359978183974557,0.0,0.0,0.0,0.39920949488665136,0.0,0.0,0.586430526929374,0.27983108410727037,0.31282512318827593,-0.07145556667181424,-0.010191423440909161,-0.01083385946743487,0.38698140935939596,0.23101221051878723,0.029999866589975194,-0.09038087170141418,-0.0021870574353345384,D_Sample2
03_07_69__s6,organoid,9973.0,3617.0,D_Sample2,GRCm39,3617,9973,16735,3,7,69,A3,A7,F9,1.2333299909756341,shRORB1,9090.0,3604,3,3,6,4,3,Generalist NE,0.9518835147669722,0.0,0.0,0.0,0.0,0.04811648523302807,0.0,0.0,0.9518835147669722,0.3200266990200883,0.27211616623957713,-0.0795780664420037,-0.03153384092484717,0.3711871844207824,0.6795341020501044,0.40216758602605307,0.08658186697338155,0.06041163793327978,0.14328088878183037,D_Sample2
03_09_90__s6,organoid,7589.0,3209.0,D_Sample2,GRCm39,3209,7589,12768,3,9,90,A3,A9,H6,0.06588483331137172,shRORB1,7851.0,3192,6,2,7,7,2,Generalist NE,0.7812958401703081,0.0,0.0,0.0,0.0,0.21870415982969194,0.0,0.0,0.7812958401703081,0.44632650376590977,0.24506420420475367,-0.06624644848238556,-0.010942537332960883,0.05082407647472087,0.6286237343333528,0.4249269150530646,0.07452137282789947,0.03275285815325904,0.3295780241745341,D_Sample2
03_10_90__s6,organoid,3953.0,1039.0,D_Sample2,GRCm39,1039,3953,6693,3,10,90,A3,A10,H6,5.641285099924108,shRORB1,8254.0,1136,15,1,3,18,1,Intermediate,0.2788329225563855,0.0,0.0,0.0,0.0,0.0,0.7211670774436147,0.0,0.7211670774436147,0.13256075056946098,0.11568257376348323,-0.03188193044384503,-0.018161948976891943,0.27553700349059096,0.08748644229898248,0.09867764875147773,-0.017805446103424036,-0.025095205992156706,0.0021561978324861203,D_Sample2
03_11_30__s6,organoid,17696.0,4327.0,D_Sample2,GRCm39,4327,17696,30109,3,11,30,A3,A11,C6,2.5203435804701626,shRORB1,8997.0,3327,11,8,1,11,8,Generalist nonNE,0.0,0.0,0.0,0.7698238046407392,0.06531736009178658,0.0,0.16485883526747458,0.0,0.7698238046407392,-0.08247094856374469,-0.23337851884048302,0.22972266634443778,0.03081940888055261,0.29917082821344987,-0.16199152227074254,-0.1391145234931691,0.4612265132280258,0.2194672309790276,0.011010612330682817,D_Sample2
03_11_32__s6,organoid,13925.0,3904.0,D_Sample2,GRCm39,3904,13925,23407,3,11,32,A3,A11,C8,5.11310592459605,shRORB1,9149.0,3670,11,8,1,11,8,Generalist nonNE,0.0,0.0,0.0,0.8511662599731723,0.13053731276142844,0.0,0.018296427265399123,0.0,0.8511662599731723,-0.07673640777311175,-0.24500377943845866,0.18276830918335768,0.04677460870188571,0.20568259877561165,-0.12746342599380905,-0.11221971378898953,0.49961424118888736,0.19889996305653718,0.008725977547451191,D_Sample2
03_12_03__s6,organoid,3459.0,1957.0,D_Sample2,GRCm39,1957,3459,5810,3,12,3,A3,A12,A3,2.0526163631107255,shRORB1,7124.0,2071,19,2,7,15,2,Neuroendocrine1,0.4287740672894639,0.0,0.0,0.0,0.0,0.571225932710536,0.0,0.0,0.571225932710536,0.28909621741361025,0.22790036237326236,-0.06410852147491808,-0.03334443695894096,0.032079650239711044,0.3442810520020828,0.08442020805731132,-0.0222496687363814,-0.026896492970579,0.13763893368340563,D_Sample2
03_13_43__s6,organoid,5441.0,1608.0,D_Sample2,GRCm39,1608,5441,9818,3,13,43,A3,B1,D7,5.329902591435398,shRORB1,7992.0,1599,16,7,20,13,7,Intermediate,0.2863300759209369,0.0,0.0,0.0,0.0,0.0,0.7136699240790633,0.0,0.7136699240790633,0.19187113739611175,0.10786505353949694,-0.04002239278083306,-0.026952217682638592,0.2912795363363229,0.3031123657853978,0.31373170564728,0.08881530283958045,0.03504489812675276,0.018281574952078508,D_Sample2
03_13_81__s6,organoid,8741.0,3759.0,D_Sample2,GRCm39,3759,8741,14874,3,13,81,A3,B1,G9,2.8600846585058917,shRORB1,8657.0,3741,0,3,6,1,3,Generalist NE,0.9959621920245935,0.0,0.0,0.0,0.0,0.0,0.004037807975406737,0.0,0.9959621920245935,0.3542368751087091,0.1798071980733773,-0.09356632814235788,-0.03652180792181974,0.4549081956142352,0.42527432845231494,0.23283799861691679,0.07677475805656608,0.06591124741117471,0.2395764176069677,D_Sample2
03_16_04__s6,organoid,8374.0,3567.0,D_Sample2,GRCm39,3567,8374,13866,3,16,4,A3,B4,A4,2.7346548841652734,shRORB1,8352.0,3542,1,2,7,2,2,Generalist NE,0.5939427836923559,0.0,0.0,0.0,0.0,0.1748954374962757,0.23116177881136854,0.0,0.5939427836923559,0.36123674369003395,0.25599377215857955,-0.09607520813944279,-0.04682042170454004,0.37709314605782884,0.5637067343273203,0.42443935249392933,0.05518922344775101,0.03257163477941727,0.11568857189538428,D_Sample2
03_16_40__s6,organoid,3256.0,892.0,D_Sample2,GRCm39,892,3256,5611,3,16,40,A3,B4,D4,6.296068796068796,shRORB1,8203.0,1200,16,7,20,13,7,Intermediate,0.2986578070006389,0.0,0.0,0.0,0.0,0.0,0.7013421929993611,0.0,0.7013421929993611,0.12770960138521498,0.06836140571658536,-0.023879198552246073,-0.01493724340674135,0.19130226426633068,0.09048296085292662,0.23847419885741314,0.054821081491493895,-0.06091102603222537,-0.05831901864066093,D_Sample2
03_19_03__s6,organoid,10588.0,3685.0,D_Sample2,GRCm39,3685,10588,17519,3,19,3,A3,B7,A3,1.1805817907064602,shRORB1,9163.0,3676,2,4,12,0,4,Generalist NE,0.6738565444410446,0.0,0.0,0.0,0.0,0.321289751079973,0.004853704478982353,0.0,0.6738565444410446,0.3925480914675195,0.21310034710507203,-0.09240834502039535,-0.05564577803073451,0.2966978222247129,0.5755264452583696,0.515623922646805,-0.03144127020069869,0.019592615499615038,0.0766432348683371,D_Sample2
03_19_70__s6,organoid,3676.0,1129.0,D_Sample2,GRCm39,1129,3676,6325,3,19,70,A3,B7,F10,3.97170837867247,shRORB1,8140.0,1277,16,7,20,13,7,Intermediate,0.39623473178380264,0.0,0.0,0.0,0.0,0.0,0.6037652682161975,0.0,0.6037652682161975,0.1569863901028024,0.07717666256567285,-0.027017038645839337,-0.021877755525917177,0.2046519151405658,0.19635890348310076,0.25724793865855966,-0.03962548039385784,-0.016086599826943458,-0.11716612001585346,D_Sample2
03_19_80__s6,organoid,10582.0,3488.0,D_Sample2,GRCm39,3488,10582,17723,3,19,80,A3,B7,G8,0.8505008505008506,shRORB1,9123.0,3459,6,5,16,7,5,Generalist NE,0.9697972772043899,0.03020272279561014,0.0,0.0,0.0,0.0,0.0,0.0,0.9697972772043899,0.4163931709631143,0.42330718350681484,-0.08236562583517269,-0.021281050991455622,0.11555954516263944,0.729372475412982,0.6232820194953106,-0.003059562909260627,-0.05774098620311982,0.4699642851220954,D_Sample2
03_19_94__s6,organoid,13992.0,4396.0,D_Sample2,GRCm39,4396,13992,23762,3,19,94,A3,B7,H10,2.272727272727273,shRORB1,9286.0,4233,2,4,12,0,4,Neuroendocrine1,0.4484255139591632,0.01160422057021749,0.0,0.0,0.0,0.5399702654706194,0.0,0.0,0.5399702654706194,0.3454773162652475,0.22997090245114393,-0.08111260198171977,-0.0533622982639661,0.3234124169318433,0.2573999983024575,0.4391506427197181,0.041541031496210634,0.042684789298458786,0.12313523877057816,D_Sample2
03_21_24__s6,organoid,3848.0,980.0,D_Sample2,GRCm39,980,3848,6539,3,21,24,A3,B9,B12,5.0675675675675675,shRORB1,8262.0,1112,15,1,11,18,1,Intermediate,0.30504544269250455,0.0,0.0,0.0,0.0,0.0,0.6949545573074951,0.0,0.6949545573074951,0.08898646828447501,0.06181878744158616,-0.009545269361250018,-0.013960541791573128,0.26739450381818464,0.033477335545874454,-0.014858823591289413,0.05712920967859692,0.0023958630374315906,-0.017717656537866514,D_Sample2
03_22_80__s6,organoid,5587.0,2418.0,D_Sample2,GRCm39,2418,5587,9348,3,22,80,A3,B10,G8,7.3026669053159114,shRORB1,7592.0,2406,11,8,1,11,8,Intermediate,0.0,0.0,0.0,0.038887111093083127,0.0,0.0,0.9611128889069164,0.0,0.9611128889069164,-0.015165056727302728,-0.17079991611517809,0.08589829195658372,0.01605146931341815,0.5180351295597754,-0.16264432639471516,-0.11812568550429464,0.3020888280544138,0.1155534474917476,-0.008110430043505742,D_Sample2
03_22_95__s6,organoid,4870.0,1294.0,D_Sample2,GRCm39,1295,4871,8385,3,22,95,A3,B10,H11,7.453798767967146,shRORB1,8188.0,1287,15,1,4,18,1,Intermediate,0.31014377394100523,0.0,0.0,0.0,0.0,0.0,0.689856226058995,0.0,0.689856226058995,0.13752682433353944,0.08540777792501253,-0.02409038424894785,-0.007565284763827739,0.30673149055667415,0.2227606387372409,0.12495473230744689,0.07134099476551792,-0.024182743511979646,0.05451497336421879,D_Sample2
03_23_18__s6,organoid,5114.0,2652.0,D_Sample2,GRCm39,2652,5114,8665,3,23,18,A3,B11,B6,2.1314039890496677,shRORB1,7434.0,2643,2,1,4,0,1,Generalist NE,0.6529481852453258,0.0,0.0,0.0,0.0,0.24418984495123072,0.10286196980344378,0.0,0.6529481852453258,0.24035386558059552,0.1811743048603161,-0.06256753889499417,-0.024482797614513253,0.4574949712170414,0.3580937274232473,0.24786177224485878,-0.0542640453422987,0.02506408415744847,0.1817950063391186,D_Sample2
03_23_71__s6,organoid,9324.0,3293.0,D_Sample2,GRCm39,3293,9324,15811,3,23,71,A3,B11,F11,3.6036036036036037,shRORB1,8861.0,3277,1,2,7,2,2,Generalist NE,0.8632756499896247,0.0,0.0,0.0,0.0,0.0,0.13672435001037522,0.0,0.8632756499896247,0.31933576304505323,0.1230551928458899,-0.0760021223810389,-0.039401052955648,0.15092487974308538,0.4841375409350869,0.2978645495331166,-0.012712105302451995,0.07973962078900847,0.12257038683682878,D_Sample2
03_24_46__s6,organoid,7820.0,1778.0,D_Sample2,GRCm39,1778,7820,14783,3,24,46,A3,B12,D10,5.946291560102302,shRORB1,8200.0,1757,15,1,10,18,1,Intermediate,0.21418914274873788,0.0,0.0,0.0,0.0,0.0,0.7858108572512622,0.0,0.7858108572512622,0.12912387693574515,0.08984246342609173,-0.03275104410189717,-0.019004731350507672,0.33944121802058197,0.12753534579154452,0.1930285074261538,-0.0236049346901233,-0.03152952296862599,0.1325386256506817,D_Sample2
03_24_91__s6,organoid,8509.0,2943.0,D_Sample2,GRCm39,2943,8509,14295,3,24,91,A3,B12,H7,3.2201198730755674,shRORB1,8455.0,2932,11,8,1,11,8,Generalist nonNE,0.013203221868687035,0.0,0.0,0.5201872495782413,0.005678716473939865,0.0,0.46093081207913167,0.0,0.5201872495782413,-0.03774284276062591,-0.2002076482568904,0.13474537789788577,0.033797095311100464,0.2917191740683252,-0.14438820370943634,-0.09741118205090823,0.3698289307812308,0.10913278412335295,0.044520241872996164,D_Sample2
03_27_27__s6,organoid,12242.0,3630.0,D_Sample2,GRCm39,3630,12242,20373,3,27,27,A3,C3,C3,3.0713935631432774,shRORB1,9040.0,3603,11,8,1,11,8,Intermediate,0.01892738503488786,0.0,0.0,0.40975851371250976,0.0,0.0,0.5713141012526023,0.0,0.5713141012526023,-0.058653838019899845,-0.26292399253601595,0.1326690028097693,0.04328178202587357,0.4350974357687266,-0.14349756023237625,-0.08784199901906575,0.3519845675602896,0.10739354959715902,0.030645291516336243,D_Sample2
03_27_31__s6,organoid,5631.0,2608.0,D_Sample2,GRCm39,2608,5631,9377,3,27,31,A3,C3,C7,1.7048481619605753,shRORB1,7498.0,2594,0,3,6,1,3,Generalist NE,0.9879514539716362,0.0,0.0,0.0,0.0,0.012048546028363614,0.0,0.0,0.9879514539716362,0.32574232427173344,0.15997950851576653,-0.0746241773117356,-0.036557230715141,0.4803952631102822,0.6294151394373565,0.19118044511346605,0.061309703436809276,0.03917310912046727,0.04460444168910324,D_Sample2
