cluster,gene,mean,count,std,ci95_hi,ci95_lo,sig,mean_sig
NE_11,PRDM16,-0.007330785714285713,14,0.04681334920425776,0.017191546224677754,-0.03185311765324918,Not significant,no
NE_11,PROX1,-0.09023957142857143,14,0.1216414094381921,-0.026519904485890755,-0.1539592383712521,Master destabilizer,no
NE_11,RARB,-0.02087592857142857,14,0.05558926936083464,0.008243511474678087,-0.04999536861753523,Not significant,no
NE_11,REST,-0.0182505,14,0.08077125570280365,0.024060071175516295,-0.06056107117551629,Not significant,no
NE_11,RORA,-0.18746742857142856,14,0.19834970465499888,-0.08356549930927569,-0.2913693578335814,Master destabilizer,no
NE_11,RORB,-0.19824050000000001,14,0.2160634777046035,-0.08505952896883051,-0.3114214710311695,Master destabilizer,no
NE_11,RUNX1,0.035745071428571425,14,0.057783829921346695,0.06601409259715285,0.005476050259989991,Not significant,no
NE_11,SIX1,0.03304078571428572,14,0.06200725133051726,0.06552217031069867,0.0005594011178727681,Not significant,no
NE_11,SIX4,0.0016252142857142854,14,0.04882246411891617,0.02719998497726106,-0.02394955640583249,Not significant,no
NE_11,SMAD3,-0.08400871428571428,14,0.08324376511965748,-0.04040296347291649,-0.12761446509851207,Master destabilizer,no
NE_11,SOX9,-0.03690421428571428,14,0.06514989099132337,-0.002776614363185985,-0.07103181420824259,Master destabilizer,no
NE_11,SP100,-0.012699142857142848,14,0.05934164011481721,0.018385909193901283,-0.04378419490818698,Not significant,no
NE_11,STAT1,0.02662792857142857,14,0.07844292961761758,0.06771884795758118,-0.014462990814724037,Not significant,no
NE_11,TBX15,-0.006611785714285717,14,0.1156320839886834,0.05396000405431937,-0.0671835754828908,Not significant,no
NE_11,TCF12,0.018691714285714287,14,0.05584914946729073,0.04794728785662053,-0.010563859285191952,Not significant,no
NE_11,TCF4,-0.04665514285714285,14,0.06305007086417923,-0.013627495983162118,-0.07968278973112358,Master destabilizer,no
NE_11,TCF7L2,-0.16408678571428573,14,0.17550991133537316,-0.07214907184628035,-0.2560244995822911,Master destabilizer,no
NE_11,TEAD1,0.0015512142857142866,14,0.05449395835697833,0.030096895340645823,-0.026994466769217247,Not significant,no
NE_11,ZBTB18,-0.20438499999999998,14,0.2241968389494443,-0.08694351380348214,-0.3218264861965178,Master destabilizer,no
NE_11,ZBTB20,-0.010619642857142857,14,0.051181913758080205,0.016191083138357813,-0.037430368852643524,Not significant,no
NE_11,ZBTB7A,-0.013452285714285712,14,0.06551297794439553,0.020865510785443107,-0.047770082214014534,Not significant,no
NE_11,ZEB1,-0.13455649999999997,14,0.1595774369638814,-0.05096472659102959,-0.21814827340897036,Master destabilizer,no
NE_2,ASCL1,0.0026440000000000005,2,0.0817882129527232,0.11599667999999999,-0.11070867999999998,Not significant,no
NE_2,CREB1,0.069563,2,0.009172589165551902,0.08227556000000001,0.05685043999999999,Not significant,no
NE_2,CUX1,0.0717395,2,0.03489218411765019,0.1200976,0.023381400000000004,Not significant,no
NE_2,CUX2,-0.029873,2,0.0894730494506586,0.09413032,-0.15387632,Not significant,no
NE_2,EGR1,-0.1420765,2,0.3033523446629348,0.27834839999999994,-0.5625013999999999,Not significant,no
NE_2,EHF,-0.0087795,2,0.05604740479718932,0.06889824,-0.08645723999999999,Not significant,no
NE_2,ESR1,0.07336100000000001,2,0.04094572527138822,0.13010888,0.016613120000000016,Not significant,no
NE_2,ETS1,0.070162,2,0.017001675446849343,0.09372512,0.04659888000000001,Not significant,no
NE_2,FOS,0.0017964999999999925,2,0.28808590925711725,0.4010631999999999,-0.39747019999999994,Not significant,no
NE_2,FOXO3,-0.12175699999999999,2,0.18966725191766765,0.14110839999999997,-0.3846224,Not significant,no
NE_2,GRHL2,0.082345,2,0.002251427991297962,0.08546532,0.07922468,Not significant,no
NE_2,HSF2,0.008692,2,0.03745403198588905,0.06060063999999999,-0.043216639999999994,Not significant,no
NE_2,JUN,-0.060404,2,0.12141164854329257,0.10786396,-0.22867196,Not significant,no
NE_2,JUNB,-0.1122765,2,0.1934071396833633,0.15577211999999996,-0.38032511999999996,Not significant,no
NE_2,JUND,0.059819,2,0.09025793797777566,0.18491011999999996,-0.06527211999999998,Not significant,no
NE_2,KMT2A,0.0396025,2,0.024108805704555338,0.07301559999999999,0.006189400000000005,Not significant,no
NE_2,LMX1B,0.0351905,2,0.014110315818577556,0.0547464,0.0156346,Not significant,no
NE_2,MEIS2,-0.0572195,2,0.17078537953964326,0.17947695999999996,-0.29391596,Not significant,no
NE_2,NFATC2,-0.028762999999999997,2,0.09083635132478626,0.09712976,-0.15465575999999998,Not significant,no
NE_2,NFIA,0.057145999999999995,2,0.048424086589217145,0.12425835999999998,-0.00996636,Not significant,no
NE_2,NFIB,0.071871,2,0.028922081564092164,0.11195495999999999,0.031787040000000016,Not significant,no
NE_2,NFIX,0.0016504999999999992,2,0.06179052607398646,0.0872878,-0.0839868,Not significant,no
NE_2,NFKB1,0.049258,2,0.016072537136370225,0.0715334,0.026982600000000006,Not significant,no
NE_2,NR3C2,-0.001943,2,0.0005161879502661799,-0.0012275999999999997,-0.0026584000000000004,Master destabilizer,no
NE_2,PBX1,0.1106405,2,0.008593468711760109,0.12255044,0.09873056000000001,Not significant,no
NE_2,PKNOX2,0.050368,2,0.04131766343829235,0.10763136000000001,-0.006895360000000003,Not significant,no
NE_2,PPARG,0.021401,2,0.015969299546316987,0.04353332,-0.0007313199999999971,Not significant,no
NE_2,PRDM16,0.11690700000000001,2,0.05220427944144045,0.18925844000000003,0.044555559999999994,Not significant,no
NE_2,PROX1,-0.005989000000000001,2,0.10296323262213557,0.13671076000000001,-0.14868876,Not significant,no
NE_2,RARB,0.0556855,2,0.043094622779414136,0.11541159999999999,-0.004040599999999991,Not significant,no
NE_2,REST,0.06967999999999999,2,0.042061539772100594,0.12797432,0.011385679999999988,Not significant,no
NE_2,RORA,-0.019940000000000003,2,0.07930909657788317,0.08997679999999998,-0.1298568,Not significant,no
NE_2,RORB,-0.0685405,2,0.14171904819218906,0.12787208,-0.26495308,Not significant,no
NE_2,RUNX1,-0.000789,2,0.0041733442225630035,0.00499496,-0.006572959999999999,Not significant,no
NE_2,SIX1,0.046161,2,0.033219876580144005,0.09220139999999999,0.00012060000000000543,Not significant,no
NE_2,SIX4,0.0010520000000000009,2,0.037516257382633464,0.05304687999999999,-0.050942879999999996,Not significant,no
NE_2,SMAD3,0.1090045,2,0.04540827616745652,0.17193715999999998,0.04607184000000002,Not significant,no
NE_2,SOX9,-0.004601500000000001,2,0.04724675379854155,0.060879159999999995,-0.07008216,Not significant,no
NE_2,SP100,0.034168,2,0.029603732501155996,0.07519667999999999,-0.006860679999999994,Not significant,no
NE_2,STAT1,0.061557999999999995,2,0.12428250207490996,0.23380475999999997,-0.11068875999999997,Not significant,no
NE_2,TBX15,-0.035906,2,0.14832978948950207,0.16966859999999997,-0.24148059999999996,Not significant,no
NE_2,TCF12,0.08049,2,0.0216501954263697,0.11049563999999999,0.05048436000000002,Not significant,no
NE_2,TCF4,-0.024001,2,0.11112324487702832,0.13000796,-0.17800996,Not significant,no
NE_2,TCF7L2,-0.15335400000000002,2,0.3040969281035243,0.26810283999999995,-0.57481084,Not significant,no
NE_2,TEAD1,0.030515999999999998,2,0.04997406465357806,0.09977652,-0.03874451999999999,Not significant,no
NE_2,ZBTB18,0.0539325,2,0.0035532115754624027,0.05885700000000001,0.049007999999999996,Not significant,no
NE_2,ZBTB20,0.023139,2,0.0020251538213182712,0.02594572,0.02033228,Not significant,no
NE_2,ZBTB7A,0.097333,2,0.027083603933007145,0.13486896,0.05979704,Not significant,no
NE_2,ZEB1,-0.082564,2,0.23207951665323676,0.23908179999999998,-0.40420979999999995,Not significant,no
NE_4,ASCL1,-0.10055555999999997,50,0.08768674097806048,-0.0762500354470319,-0.12486108455296804,Master destabilizer,no
NE_4,CREB1,0.008042800000000003,50,0.04113392667412938,0.01944454276733798,-0.0033589427673379763,Not significant,no
NE_4,CUX1,-0.011414619999999997,50,0.04612135193643493,0.0013695665190038252,-0.02419880651900382,Not significant,no
NE_4,CUX2,-0.03709890000000002,50,0.05187609048462874,-0.022719581337653876,-0.051478218662346156,Master destabilizer,no
NE_4,EGR1,-0.10566074000000002,50,0.15554249662073916,-0.06254655958370157,-0.14877492041629847,Master destabilizer,no
NE_4,EHF,-0.04404246,50,0.05169318630433111,-0.02971383978984262,-0.058371080210157376,Master destabilizer,no
NE_4,ESR1,-0.026275999999999997,50,0.051235930312424224,-0.012074124684387908,-0.04047787531561209,Master destabilizer,no
NE_4,ETS1,0.02259238,50,0.045351631039629595,0.03516321077162902,0.010021549228370978,Not significant,no
NE_4,FOS,-0.0047627399999999945,50,0.15593315735011562,0.038459726045845515,-0.047985206045845503,Not significant,no
NE_4,FOXO3,-0.05721210000000001,50,0.10221684956498021,-0.028879034828262307,-0.08554516517173771,Master destabilizer,no
NE_4,GRHL2,0.0712423,50,0.06866535019229576,0.09027536402338036,0.052209235976619625,Not significant,no
NE_4,HSF2,-0.014684959999999993,50,0.05965164268465671,0.0018496317720851745,-0.03121955177208516,Not significant,no
NE_4,JUN,-0.02158942,50,0.05583734239629627,-0.006112098326872371,-0.03706674167312763,Master destabilizer,no
NE_4,JUNB,-0.10004721999999998,50,0.11656692290247096,-0.0677365174346164,-0.13235792256538356,Master destabilizer,no
NE_4,JUND,0.025985900000000006,50,0.08362240720394044,0.04916484870767525,0.0028069512923247636,Not significant,no
NE_4,KMT2A,0.015270220000000003,50,0.04136183214485528,0.026735134940835344,0.003805305059164661,Not significant,no
NE_4,LMX1B,-0.011316119999999999,50,0.03797069607841267,-0.0007911800200997333,-0.021841059979900265,Master destabilizer,no
NE_4,MEIS2,-0.15545373999999998,50,0.16564365085250732,-0.10953966247890451,-0.20136781752109545,Master destabilizer,no
NE_4,NFATC2,-0.05492318000000001,50,0.06322272777550098,-0.03739873394221422,-0.07244762605778579,Master destabilizer,no
NE_4,NFIA,-0.10854998,50,0.12155230666663297,-0.07485739955736556,-0.14224256044263445,Master destabilizer,no
NE_4,NFIB,-0.00056248,50,0.03977520399990785,0.010462644056793946,-0.011587604056793948,Not significant,no
NE_4,NFIX,-0.025889000000000002,50,0.038090355097706655,-0.015330892232142358,-0.036447107767857645,Master destabilizer,no
NE_4,NFKB1,0.006795600000000002,50,0.047566520470960306,0.019980366799526188,-0.006389166799526185,Not significant,no
NE_4,NR3C2,-0.01625072,50,0.035150979055102366,-0.006507365703158,-0.025994074296842,Master destabilizer,no
NE_4,PBX1,-0.0036133599999999995,50,0.0532864681676889,0.011156895410846739,-0.018383615410846738,Not significant,no
NE_4,PKNOX2,0.03324952,50,0.046092540923065736,0.04602572051353675,0.020473319486463252,Not significant,no
NE_4,PPARG,0.013716879999999996,50,0.05399352390178146,0.028683121261314178,-0.0012493612613141847,Not significant,no
NE_4,PRDM16,-0.03644395999999999,50,0.05348041644051987,-0.021619944870697315,-0.051267975129302666,Master destabilizer,no
NE_4,PROX1,-0.06857386,50,0.08678563847451361,-0.04451810831782638,-0.09262961168217362,Master destabilizer,no
NE_4,RARB,-0.00020911999999999903,50,0.056119965867460195,0.015346540902536768,-0.015764780902536767,Not significant,no
NE_4,REST,-0.03460988,50,0.05601968314201934,-0.019082016050779714,-0.05013774394922029,Master destabilizer,no
NE_4,RORA,-0.09642628,50,0.12420941501648064,-0.06199718669901589,-0.13085537330098412,Master destabilizer,no
NE_4,RORB,-0.13760145999999998,50,0.1656700361212514,-0.0916800688555432,-0.18352285114445677,Master destabilizer,no
NE_4,RUNX1,-0.011391860000000002,50,0.029502454752250218,-0.003214196759749561,-0.019569523240250443,Master destabilizer,no
NE_4,SIX1,-0.006414740000000002,50,0.04007350211737712,0.004693068076491605,-0.01752254807649161,Not significant,no
NE_4,SIX4,-0.026587719999999995,50,0.05695058387761825,-0.010801823531460322,-0.04237361646853967,Master destabilizer,no
NE_4,SMAD3,0.018108,50,0.048509968837469324,0.03155427734468808,0.004661722655311918,Not significant,no
NE_4,SOX9,-0.026178120000000003,50,0.04480018852030306,-0.013760141296352333,-0.03859609870364767,Master destabilizer,no
NE_4,SP100,-0.00020820000000000048,50,0.04505035526100607,0.012279121386368816,-0.012695521386368817,Not significant,no
NE_4,STAT1,-0.0023304799999999924,50,0.07263319828586846,0.01780241540250425,-0.022463375402504236,Not significant,no
NE_4,TBX15,-0.08065001999999998,50,0.08387843572658212,-0.05740010380654619,-0.10389993619345375,Master destabilizer,no
NE_4,TCF12,0.04934185999999999,50,0.054172573773688414,0.0643577313537238,0.03432598864627618,Not significant,no
NE_4,TCF4,-0.12606696000000003,50,0.14606687178752847,-0.08557928878531443,-0.16655463121468564,Master destabilizer,no
NE_4,TCF7L2,-0.16875342,50,0.16533015483103092,-0.12292623914266762,-0.21458060085733235,Master destabilizer,no
NE_4,TEAD1,-0.016972459999999998,50,0.05990826947831262,-0.0003667349098717583,-0.033578185090128235,Master destabilizer,no
NE_4,ZBTB18,-0.040286199999999994,50,0.10230985443090744,-0.011927355194681143,-0.06864504480531884,Master destabilizer,no
NE_4,ZBTB20,-0.0019453600000000008,50,0.036809647886678086,0.008257753840433583,-0.012148473840433584,Not significant,no
NE_4,ZBTB7A,0.0033112400000000005,50,0.04920091224538382,0.016949037086195856,-0.010326557086195854,Not significant,no
NE_4,ZEB1,-0.12644930000000001,50,0.1462392390004775,-0.08591385103146325,-0.16698474896853677,Master destabilizer,no
NE_4_NE_1,ASCL1,-0.161453,2,0.07211923482677834,-0.06150084000000004,-0.26140515999999997,Master destabilizer,no
NE_4_NE_1,CREB1,0.015972499999999997,2,0.07099139951078581,0.11436156,-0.08241656,Not significant,no
NE_4_NE_1,CUX1,-0.0327915,2,0.02111350137944912,-0.003529680000000004,-0.062053319999999995,Master destabilizer,no
NE_4_NE_1,CUX2,-0.052272,2,0.019240375516085963,-0.025606199999999996,-0.0789378,Master destabilizer,no
NE_4_NE_1,EGR1,-0.17626,2,0.19815960435971808,0.09837519999999997,-0.45089519999999994,Not significant,no
NE_4_NE_1,EHF,-0.0703545,2,0.07656057251941106,0.03575304,-0.17646204,Not significant,no
NE_4_NE_1,ESR1,-0.103133,2,0.031973954431693305,-0.058819360000000015,-0.14744664,Master destabilizer,no
NE_4_NE_1,ETS1,-0.032742,2,0.03703966741211373,0.018592359999999995,-0.08407635999999999,Not significant,no
NE_4_NE_1,FOS,-0.06925049999999999,2,0.22298541634039656,0.23979151999999992,-0.3782925199999999,Not significant,no
NE_4_NE_1,FOXO3,-0.158754,2,0.07874623958005868,-0.04961728000000003,-0.26789071999999997,Master destabilizer,no
NE_4_NE_1,GRHL2,-0.0028340000000000006,2,0.015423413111240975,0.01854176,-0.02420976,Not significant,no
NE_4_NE_1,HSF2,0.0663305,2,0.06670633241679533,0.15878076,-0.026119759999999992,Not significant,no
NE_4_NE_1,JUN,-0.0351465,2,0.01750442836827298,-0.010886600000000003,-0.05940639999999999,Master destabilizer,no
NE_4_NE_1,JUNB,-0.14810600000000002,2,0.16146641927038577,0.07567504,-0.37188704000000006,Not significant,no
NE_4_NE_1,JUND,0.014818999999999999,2,0.030603581489753777,0.0572334,-0.0275954,Not significant,no
NE_4_NE_1,KMT2A,-0.0316505,2,0.03629366975796192,0.018649959999999993,-0.08195095999999999,Not significant,no
NE_4_NE_1,LMX1B,-0.031502999999999996,2,0.004996416515864146,-0.024578319999999994,-0.03842768,Master destabilizer,no
NE_4_NE_1,MEIS2,-0.177867,2,0.2289187493413329,0.13939819999999997,-0.49513219999999997,Not significant,no
NE_4_NE_1,NFATC2,-0.1180875,2,0.09496797624725926,0.013531399999999985,-0.2497064,Not significant,no
NE_4_NE_1,NFIA,-0.1256075,2,0.1551512486076087,0.08942115999999997,-0.34063615999999997,Not significant,no
NE_4_NE_1,NFIB,-0.0647975,2,0.019291994311112576,-0.038060159999999996,-0.09153483999999999,Master destabilizer,no
NE_4_NE_1,NFIX,-0.090105,2,0.02812305090135137,-0.051128440000000004,-0.12908156,Master destabilizer,no
NE_4_NE_1,NFKB1,-0.038753,2,0.013029149550143327,-0.020695520000000002,-0.056810480000000003,Master destabilizer,no
NE_4_NE_1,NR3C2,-0.058516,2,0.039450901535959856,-0.003839840000000011,-0.11319215999999999,Master destabilizer,no
NE_4_NE_1,PBX1,-0.039599999999999996,2,0.006419115359611473,-0.030703560000000005,-0.04849643999999999,Master destabilizer,no
NE_4_NE_1,PKNOX2,-0.055681999999999995,2,0.00674862711964441,-0.046328879999999996,-0.06503512,Master destabilizer,no
NE_4_NE_1,PPARG,-0.07591149999999999,2,0.030291747399250515,-0.033929279999999985,-0.11789372000000001,Master destabilizer,no
NE_4_NE_1,PRDM16,-0.1271775,2,0.051855675798315466,-0.0553092,-0.1990458,Master destabilizer,no
NE_4_NE_1,PROX1,-0.055166999999999994,2,0.05431994293075058,0.020116599999999984,-0.13045059999999997,Not significant,no
NE_4_NE_1,RARB,-0.07156850000000001,2,0.06502341827757134,0.018549359999999973,-0.16168635999999997,Not significant,no
NE_4_NE_1,REST,-0.0773345,2,0.005066420087201617,-0.0703128,-0.0843562,Master destabilizer,no
NE_4_NE_1,RORA,-0.074439,2,0.14784754266473285,0.13046723999999996,-0.27934523999999994,Not significant,no
NE_4_NE_1,RORB,-0.2133445,2,0.22159807283570856,0.09377475999999996,-0.5204637599999999,Not significant,no
NE_4_NE_1,RUNX1,-0.07942,2,0.00013859292911256454,-0.07922792000000001,-0.07961208,Master destabilizer,no
NE_4_NE_1,SIX1,-0.026719,2,0.0009022682527940342,-0.02546852,-0.027969479999999998,Master destabilizer,no
NE_4_NE_1,SIX4,-0.0372075,2,0.04359808280761896,0.02321636,-0.09763136,Not significant,no
NE_4_NE_1,SMAD3,-0.0368025,2,0.03084611911570076,0.005948039999999988,-0.07955303999999999,Not significant,no
NE_4_NE_1,SOX9,-0.09135599999999999,2,0.06452066535614771,-0.0019349200000000066,-0.18077707999999998,Master destabilizer,no
NE_4_NE_1,SP100,-0.041722,2,0.03488864858374426,0.006631200000000004,-0.09007520000000001,Not significant,no
NE_4_NE_1,STAT1,0.009863,2,0.020818637851694334,0.03871616,-0.01899016,Not significant,no
NE_4_NE_1,TBX15,-0.1612685,2,0.12220572945856509,0.008099999999999996,-0.330637,Not significant,no
NE_4_NE_1,TCF12,-0.0333795,2,0.03731756037712005,0.01834000000000001,-0.08509900000000001,Not significant,no
NE_4_NE_1,TCF4,-0.1810685,2,0.10714718344641636,-0.03257008,-0.32956692,Master destabilizer,no
NE_4_NE_1,TCF7L2,-0.156607,2,0.19083822074731255,0.10788127999999997,-0.42109527999999996,Not significant,no
NE_4_NE_1,TEAD1,0.008771499999999998,2,0.050988762884580756,0.07943831999999999,-0.06189531999999999,Not significant,no
NE_4_NE_1,ZBTB18,-0.020499,2,0.026075269663035125,0.015639479999999994,-0.05663747999999999,Not significant,no
NE_4_NE_1,ZBTB20,-0.041550000000000004,2,0.053243726409784656,0.032242039999999986,-0.11534203999999999,Not significant,no
NE_4_NE_1,ZBTB7A,-0.0137275,2,0.009490080110304656,-0.0005749199999999996,-0.02688008,Master destabilizer,no
NE_4_NE_1,ZEB1,-0.1971515,2,0.18492185830912472,0.05913711999999996,-0.45344012,Not significant,no
NE_5,ASCL1,-0.0962863888888889,18,0.08014772961529808,-0.059260026858535896,-0.13331275091924188,Master destabilizer,no
NE_5,CREB1,0.029029833333333335,18,0.043892853502793,0.04930729711353572,0.008752369553130947,Not significant,no
NE_5,CUX1,0.002327444444444443,18,0.03911899224345881,0.020399496840953116,-0.015744607952064227,Not significant,no
NE_5,CUX2,-0.025722555555555558,18,0.049793042988214166,-0.0027193432983409413,-0.048725767812770174,Master destabilizer,no
NE_5,EGR1,-0.12879994444444445,18,0.1546212030317858,-0.05736859300749929,-0.2002312958813896,Master destabilizer,no
NE_5,EHF,-0.033240277777777785,18,0.049145522299541916,-0.010536204816910075,-0.055944350738645496,Master destabilizer,no
NE_5,ESR1,-0.03711372222222222,18,0.05095366786752053,-0.013574328626260991,-0.06065311581818345,Master destabilizer,no
NE_5,ETS1,0.01565777777777778,18,0.040313781980791275,0.03428179487218824,-0.0029662393166326774,Not significant,no
NE_5,FOS,-0.05273255555555556,18,0.16322279540958812,0.022672528823629343,-0.12813763993474048,Not significant,no
NE_5,FOXO3,-0.08579144444444448,18,0.08695318543921289,-0.04562112222548312,-0.12596176666340583,Master destabilizer,no
NE_5,GRHL2,0.033945111111111106,18,0.036487026093714445,0.050801257180892484,0.017088965041329725,Not significant,no
NE_5,HSF2,0.034119666666666666,18,0.06965458297999957,0.0662984422710408,0.0019408910622925324,Not significant,no
NE_5,JUN,-0.01286194444444444,18,0.05018735194480803,0.01032342925700238,-0.03604731814589126,Not significant,no
NE_5,JUNB,-0.12599355555555555,18,0.14817567659656453,-0.057539885413042974,-0.19444722569806813,Master destabilizer,no
NE_5,JUND,0.026602,18,0.06769815596932503,0.057876952437693065,-0.004672952437693063,Not significant,no
NE_5,KMT2A,0.0026342222222222236,18,0.03920447106338099,0.020745763818831232,-0.015477319374386784,Not significant,no
NE_5,LMX1B,-0.004154888888888888,18,0.04120214535946184,0.014879531148075859,-0.023189308925853636,Not significant,no
NE_5,MEIS2,-0.14877794444444448,18,0.15199370376761245,-0.07856043573837561,-0.21899545315051333,Master destabilizer,no
NE_5,NFATC2,-0.061934222222222224,18,0.07305890433676712,-0.028182730389598523,-0.09568571405484592,Master destabilizer,no
NE_5,NFIA,-0.11018700000000003,18,0.14106690367464983,-0.04501741539630155,-0.17535658460369852,Master destabilizer,no
NE_5,NFIB,0.01903255555555556,18,0.042255715943627044,0.038553700370141275,-0.000488589259030156,Not significant,no
NE_5,NFIX,-0.05384522222222222,18,0.045553305746326475,-0.03280066864174372,-0.07488977580270072,Master destabilizer,no
NE_5,NFKB1,0.0174765,18,0.044770581025083085,0.03815945320779204,-0.003206453207792042,Not significant,no
NE_5,NR3C2,-0.01872027777777778,18,0.04110757535998839,0.0002704531484096391,-0.037711008703965196,Not significant,no
NE_5,PBX1,-0.04915766666666668,18,0.05043233508142079,-0.025859116530265378,-0.07245621680306799,Master destabilizer,no
NE_5,PKNOX2,0.012902388888888887,18,0.03710870931884397,0.030045737955839754,-0.00424096017806198,Not significant,no
NE_5,PPARG,-0.009848833333333334,18,0.04090157739551345,0.009046731388561394,-0.028744398055228063,Not significant,no
NE_5,PRDM16,-0.043388722222222224,18,0.052313312102691356,-0.019221205035916542,-0.06755623940852791,Master destabilizer,no
NE_5,PROX1,-0.046462722222222225,18,0.06361602152603268,-0.017073619682953057,-0.0758518247614914,Master destabilizer,no
NE_5,RARB,0.0015429999999999995,18,0.05645177834847971,0.027622391049763283,-0.024536391049763285,Not significant,no
NE_5,REST,-0.034895388888888886,18,0.04454727206956526,-0.014315599155237783,-0.05547517862253999,Master destabilizer,no
NE_5,RORA,-0.05287405555555555,18,0.10568750083561955,-0.004048921184238892,-0.10169918992687221,Master destabilizer,no
NE_5,RORB,-0.17896622222222222,18,0.16283117616163992,-0.10374205670527065,-0.2541903877391738,Master destabilizer,no
NE_5,RUNX1,-0.005605166666666666,18,0.04720298988567418,0.016201502103754283,-0.02741183543708762,Not significant,no
NE_5,SIX1,-0.002827333333333332,18,0.03346406290335947,0.0126322749926122,-0.01828694165927886,Not significant,no
NE_5,SIX4,-0.02011211111111111,18,0.04637152016294292,0.0013104382448373905,-0.04153466046705961,Not significant,no
NE_5,SMAD3,0.0015836666666666668,18,0.06303806969741754,0.030705769083223387,-0.027538435749890053,Not significant,no
NE_5,SOX9,-0.02816872222222222,18,0.05455444332128018,-0.0029658552355504263,-0.05337158920889401,Master destabilizer,no
NE_5,SP100,0.0038600000000000015,18,0.04391216873152455,0.024146386960623673,-0.01642638696062367,Not significant,no
NE_5,STAT1,0.05676083333333334,18,0.10224754950565693,0.10399679126856941,0.009524875398097266,Not significant,no
NE_5,TBX15,-0.08141722222222221,18,0.07836249579813304,-0.04521559613810823,-0.11761884830633619,Master destabilizer,no
NE_5,TCF12,0.020343944444444442,18,0.04432694839282602,0.040821949832388404,-0.0001340609434995199,Not significant,no
NE_5,TCF4,-0.08380555555555556,18,0.12513628438777893,-0.025995541583672198,-0.14161556952743892,Master destabilizer,no
NE_5,TCF7L2,-0.14411383333333333,18,0.1522226901557869,-0.07379053831305112,-0.21443712835361556,Master destabilizer,no
NE_5,TEAD1,0.03507605555555556,18,0.056772356624010166,0.061303546212704244,0.008848564898406876,Not significant,no
NE_5,ZBTB18,-0.04468355555555555,18,0.10104923140739934,0.001998807662193458,-0.09136591877330456,Not significant,no
NE_5,ZBTB20,-0.006564555555555556,18,0.0355558057743238,0.009861388675180872,-0.022990499786291984,Not significant,no
NE_5,ZBTB7A,0.002847388888888889,18,0.054635710567291156,0.028087799427779257,-0.02239302165000148,Not significant,no
NE_5,ZEB1,-0.13948055555555555,18,0.15041697675940008,-0.06999145756441681,-0.20896965354669428,Master destabilizer,no
NE_6,ASCL1,-0.0748575,6,0.08822167326853418,-0.004265459304268485,-0.14544954069573152,Master destabilizer,no
NE_6,CREB1,0.047421,6,0.04121672048089221,0.08040124512270823,0.014440754877291767,Not significant,no
NE_6,CUX1,0.010556000000000001,6,0.04767635611075998,0.048705030120417665,-0.02759303012041766,Not significant,no
NE_6,CUX2,-0.023832333333333334,6,0.03035874272539406,0.000459720110484417,-0.048124386777151085,Not significant,no
NE_6,EGR1,-0.06466283333333334,6,0.1393320828946681,0.046826052577761,-0.17615171924442768,Not significant,no
NE_6,EHF,-0.023986999999999998,6,0.045712711230028784,0.01259078697576987,-0.06056478697576986,Not significant,no
NE_6,ESR1,-0.005291166666666669,6,0.04020009713130886,0.02687561035679598,-0.037457943690129315,Not significant,no
NE_6,ETS1,0.03900883333333333,6,0.03198918435607051,0.06460551179366364,0.013412154873003027,Not significant,no
NE_6,FOS,0.016215666666666656,6,0.1461107397964526,0.13312860775767837,-0.10069727442434505,Not significant,no
NE_6,FOXO3,-0.016256833333333328,6,0.10865177150220179,0.07068269061108921,-0.10319635727775588,Not significant,no
NE_6,GRHL2,0.08110016666666667,6,0.06800119905830093,0.13551245826615332,0.026687875067180025,Not significant,no
NE_6,HSF2,0.020856666666666666,6,0.05815542857435294,0.06739070108814552,-0.02567736775481218,Not significant,no
NE_6,JUN,-0.004987000000000001,6,0.07432999335127105,0.05448938172305955,-0.06446338172305956,Not significant,no
NE_6,JUNB,-0.07375133333333334,6,0.10785142946788728,0.012547783607190485,-0.16005045027385717,Not significant,no
NE_6,JUND,0.025100833333333333,6,0.05301600974957156,0.06752247621439038,-0.017320809547723717,Not significant,no
NE_6,KMT2A,0.031099666666666664,6,0.046667129479609805,0.06844114729524331,-0.006241813961909974,Not significant,no
NE_6,LMX1B,-0.0020333333333333336,6,0.047818299775992314,0.03622927537408395,-0.04029594204075061,Not significant,no
NE_6,MEIS2,-0.12983966666666666,6,0.1903992837682607,0.022511490257048655,-0.28219082359038195,Not significant,no
NE_6,NFATC2,-0.0278315,6,0.060648697037116964,0.020697564693156967,-0.07636056469315697,Not significant,no
NE_6,NFIA,-0.07653383333333333,6,0.1364602500121067,0.03265710768274595,-0.1857247743494126,Not significant,no
NE_6,NFIB,0.025403333333333333,6,0.05117478169828052,0.06635168693397478,-0.015545020267308106,Not significant,no
NE_6,NFIX,-0.019198500000000004,6,0.04609254056243809,0.017683213739993157,-0.05608021373999317,Not significant,no
NE_6,NFKB1,-0.0013346666666666665,6,0.013976836804751877,0.00984913200733275,-0.012518465340666083,Not significant,no
NE_6,NR3C2,0.005415333333333335,6,0.030237236359605797,0.02961016143556856,-0.01877949476890189,Not significant,no
NE_6,PBX1,0.021633333333333334,6,0.043602643262383375,0.05652271429361776,-0.013256047626951092,Not significant,no
