,tf,target,key
20078,Stat1,Trib1,Stat1_Trib1
20079,Stat1,Trim12c,Stat1_Trim12c
20080,Stat1,Trim21,Stat1_Trim21
20081,Stat1,Trim25,Stat1_Trim25
20082,Stat1,Trim26,Stat1_Trim26
20083,Stat1,Trim34a,Stat1_Trim34a
20085,Stat1,Trim56,Stat1_Trim56
20086,Stat1,Trim69,Stat1_Trim69
20089,Stat1,Tspan4,Stat1_Tspan4
20091,Stat1,Tsta3,Stat1_Tsta3
20092,Stat1,Tubb3,Stat1_Tubb3
20093,Stat1,Tut1,Stat1_Tut1
20094,Stat1,Tvp23a,Stat1_Tvp23a
20097,Stat1,Txndc9,Stat1_Txndc9
20099,Stat1,Txnrd1,Stat1_Txnrd1
20100,Stat1,Uba7,Stat1_Uba7
20102,Stat1,Ubd,Stat1_Ubd
20106,Stat1,Ube2l3,Stat1_Ube2l3
20107,Stat1,Ube2l6,Stat1_Ube2l6
20109,Stat1,Ubr1,Stat1_Ubr1
20112,Stat1,Unc93a,Stat1_Unc93a
20113,Stat1,Upk3bl,Stat1_Upk3bl
20115,Stat1,Usp18,Stat1_Usp18
20120,Stat1,Utp23,Stat1_Utp23
20121,Stat1,Vamp7,Stat1_Vamp7
20126,Stat1,Vps28,Stat1_Vps28
20128,Stat1,Vwa1,Stat1_Vwa1
20129,Stat1,Wars,Stat1_Wars
20130,Stat1,Wdr7,Stat1_Wdr7
20132,Stat1,Wisp2,Stat1_Wisp2
20134,Stat1,Wnt5b,Stat1_Wnt5b
20136,Stat1,Xaf1,Stat1_Xaf1
20139,Stat1,Xrcc6,Stat1_Xrcc6
20141,Stat1,Zbp1,Stat1_Zbp1
20144,Stat1,Zc3h3,Stat1_Zc3h3
20145,Stat1,Zc3hav1,Stat1_Zc3hav1
20147,Stat1,Zcchc3,Stat1_Zcchc3
20156,Stat1,Zfp317,Stat1_Zfp317
20157,Stat1,Zfp36,Stat1_Zfp36
20159,Stat1,Zfp398,Stat1_Zfp398
20160,Stat1,Zfp429,Stat1_Zfp429
20166,Stat1,Zfp58,Stat1_Zfp58
20172,Stat1,Zfp945,Stat1_Zfp945
20173,Stat1,Znhit1,Stat1_Znhit1
20198,Tbx5,4930511A08Rik,Tbx5_4930511A08Rik
20201,Tbx5,4933405E24Rik,Tbx5_4933405E24Rik
20204,Tbx5,6030468B19Rik,Tbx5_6030468B19Rik
20213,Tbx5,Abcd4,Tbx5_Abcd4
20215,Tbx5,Aco2,Tbx5_Aco2
20224,Tbx5,Aldh3a2,Tbx5_Aldh3a2
20247,Tbx5,Atf4,Tbx5_Atf4
20259,Tbx5,Brox,Tbx5_Brox
20262,Tbx5,Cacna1c,Tbx5_Cacna1c
20279,Tbx5,Cenpf,Tbx5_Cenpf
20280,Tbx5,Cenpu,Tbx5_Cenpu
20281,Tbx5,Chd9,Tbx5_Chd9
20286,Tbx5,Cldn19,Tbx5_Cldn19
20287,Tbx5,Cldn34d,Tbx5_Cldn34d
20290,Tbx5,Clic5,Tbx5_Clic5
20302,Tbx5,Ctsf,Tbx5_Ctsf
20303,Tbx5,Ctsz,Tbx5_Ctsz
20304,Tbx5,Cwc22,Tbx5_Cwc22
20307,Tbx5,Cyp4f17,Tbx5_Cyp4f17
20320,Tbx5,Dlgap4,Tbx5_Dlgap4
20322,Tbx5,Dnal4,Tbx5_Dnal4
20331,Tbx5,E030024N20Rik,Tbx5_E030024N20Rik
20332,Tbx5,E030030I06Rik,Tbx5_E030030I06Rik
20363,Tbx5,G530011O06Rik,Tbx5_G530011O06Rik
20376,Tbx5,Gm29685,Tbx5_Gm29685
20381,Tbx5,Golga7,Tbx5_Golga7
20390,Tbx5,Gpr84,Tbx5_Gpr84
20396,Tbx5,Harbi1,Tbx5_Harbi1
20398,Tbx5,Hectd2os,Tbx5_Hectd2os
20408,Tbx5,Il31ra,Tbx5_Il31ra
20412,Tbx5,Ist1,Tbx5_Ist1
20425,Tbx5,Kpna1,Tbx5_Kpna1
20439,Tbx5,Macrod2,Tbx5_Macrod2
20447,Tbx5,Mef2a,Tbx5_Mef2a
20448,Tbx5,Mfsd4b2,Tbx5_Mfsd4b2
20450,Tbx5,Mhrt,Tbx5_Mhrt
20462,Tbx5,Mir6236,Tbx5_Mir6236
20468,Tbx5,Mir7004,Tbx5_Mir7004
20472,Tbx5,Mkks,Tbx5_Mkks
20473,Tbx5,Mlana,Tbx5_Mlana
20486,Tbx5,Mtor,Tbx5_Mtor
20495,Tbx5,Mzb1,Tbx5_Mzb1
20496,Tbx5,Naglu,Tbx5_Naglu
20502,Tbx5,Noc3l,Tbx5_Noc3l
20526,Tbx5,Pcyox1l,Tbx5_Pcyox1l
20535,Tbx5,Pitpnm2os1,Tbx5_Pitpnm2os1
20543,Tbx5,Pop7,Tbx5_Pop7
20548,Tbx5,Ppp1r16a,Tbx5_Ppp1r16a
20555,Tbx5,Prss41,Tbx5_Prss41
20562,Tbx5,Ptpn14,Tbx5_Ptpn14
20564,Tbx5,Pxk,Tbx5_Pxk
20566,Tbx5,Rad17,Tbx5_Rad17
20567,Tbx5,Raly,Tbx5_Raly
20583,Tbx5,Rit1,Tbx5_Rit1
20585,Tbx5,Rpl37,Tbx5_Rpl37
20595,Tbx5,Scai,Tbx5_Scai
20608,Tbx5,Sh3rf2,Tbx5_Sh3rf2
20614,Tbx5,Slc1a7,Tbx5_Slc1a7
20622,Tbx5,Slc38a3,Tbx5_Slc38a3
20626,Tbx5,Slco2b1,Tbx5_Slco2b1
20629,Tbx5,Smim5,Tbx5_Smim5
20633,Tbx5,Sorbs1,Tbx5_Sorbs1
20634,Tbx5,Spag9,Tbx5_Spag9
20659,Tbx5,Tes,Tbx5_Tes
20680,Tbx5,Tstd1,Tbx5_Tstd1
20682,Tbx5,Ttc9b,Tbx5_Ttc9b
20685,Tbx5,Txndc11,Tbx5_Txndc11
20692,Tbx5,Usp28,Tbx5_Usp28
